state,input
"[-0.438,-1170.380,54.357,-9.327]","[-0.000]"
"[-2.724,-1114.920,54.276,-69.696]","[-0.000]"
"[-4.873,-1033.440,54.096,-108.573]","[-0.000]"
"[-6.836,-929.663,53.844,-141.292]","[-0.000]"
"[-8.575,-809.226,53.548,-152.590]","[-0.000]"
"[-10.060,-675.752,53.242,-150.964]","[-0.000]"
"[-11.270,-534.184,52.955,-134.872]","[-0.000]"
"[-12.192,-388.824,52.714,-104.732]","[-0.000]"
"[-12.823,-241.689,52.537,-70.981]","[-0.000]"
"[-13.163,-98.481,52.439,-26.238]","[-0.000]"
"[-13.219,42.066,52.423,10.860]","[-0.000]"
"[-13.005,172.614,52.489,54.403]","[-0.000]"
"[-12.536,296.801,52.625,81.444]","[-0.000]"
"[-11.833,406.093,52.819,111.459]","[-0.000]"
"[-10.922,505.284,53.052,120.231]","[-0.000]"
"[-9.831,585.748,53.304,131.025]","[-0.000]"
"[-8.593,652.475,53.556,120.560]","[-0.000]"
"[-7.243,698.231,53.791,113.577]","[-0.000]"
"[-5.817,727.595,53.995,89.585]","[-0.000]"
"[-4.354,735.988,54.156,71.514]","[-0.000]"
"[-2.890,727.281,54.271,43.566]","[-0.000]"
"[-1.463,699.966,54.337,23.013]","[-0.000]"
"[-0.106,657.218,54.360,0.532]","[-0.000]"
"[1.151,599.953,54.344,-15.875]","[-0.000]"
"[-6.005,-77.709,53.966,-6.926]","[-0.000]"
"[-6.104,-20.966,53.954,-5.619]","[-0.000]"
"[-6.093,31.946,53.955,7.113]","[-0.000]"
"[-5.978,83.255,53.971,8.642]","[-0.000]"
"[-5.766,128.826,53.998,18.290]","[-0.000]"
"[-5.467,170.525,54.035,18.955]","[-0.000]"
"[-5.091,205.351,54.078,23.806]","[-0.000]"
"[-4.651,234.452,54.126,23.382]","[-0.000]"
"[-4.161,256.263,54.172,23.040]","[-0.000]"
"[-3.633,271.171,54.217,22.133]","[-0.000]"
"[-3.083,278.989,54.257,17.382]","[-0.000]"
"[-2.525,279.584,54.291,17.063]","[-0.000]"
"[-1.971,273.789,54.318,9.446]","[-0.000]"
"[-1.436,261.349,54.338,10.713]","[-0.000]"
"[-0.932,243.596,54.351,1.999]","[-0.000]"
"[-0.468,220.536,54.358,5.317]","[-0.000]"
"[-0.054,193.516,54.360,-3.016]","[-0.000]"
"[0.303,163.012,54.359,1.935]","[-0.000]"
"[0.596,130.078,54.356,-4.731]","[-0.000]"
"[0.822,95.647,54.352,1.029]","[-0.000]"
"[0.978,60.430,54.349,-3.755]","[-0.000]"
"[1.064,25.580,54.347,1.491]","[-0.000]"
"[1.081,-8.424,54.347,-1.394]","[-0.000]"
"[1.032,-40.491,54.348,2.047]","[-0.000]"
"[0.921,-70.233,54.351,0.889]","[-0.000]"
"[0.754,-96.843,54.353,1.626]","[-0.000]"
"[0.537,-119.964,54.357,2.021]","[-0.000]"
"[0.278,-139.144,54.359,-0.219]","[-0.000]"
"[-0.016,-154.112,54.360,1.609]","[-0.000]"
"[-0.335,-164.707,54.358,-3.403]","[-0.000]"
"[-2.999,-87.478,54.262,-3.564]","[-0.000]"
"[-3.153,-66.251,54.252,-6.184]","[-0.000]"
"[-3.264,-44.977,54.244,-2.010]","[-0.000]"
"[-3.332,-23.208,54.239,-2.260]","[-0.000]"
"[-3.358,-2.186,54.237,-0.085]","[-0.000]"
"[-3.342,18.036,54.239,1.862]","[-0.000]"
"[-3.287,36.936,54.242,1.600]","[-0.000]"
"[-3.196,53.879,54.249,5.344]","[-0.000]"
"[-3.074,69.121,54.257,2.605]","[-0.000]"
"[-2.923,81.531,54.267,7.614]","[-0.000]"
"[-2.750,92.024,54.278,2.780]","[-0.000]"
"[-2.558,99.192,54.289,8.464]","[-0.000]"
"[-2.355,104.364,54.300,2.277]","[-0.000]"
"[-2.145,106.127,54.310,8.024]","[-0.000]"
"[-1.933,105.947,54.319,1.448]","[-0.000]"
"[-1.724,102.652,54.328,6.651]","[-0.000]"
"[-1.524,97.600,54.335,0.695]","[-0.000]"
"[-1.336,90.014,54.340,4.776]","[-0.000]"
"[-1.165,80.999,54.345,0.319]","[-0.000]"
"[-1.014,70.205,54.349,2.777]","[-0.000]"
"[-0.886,58.432,54.352,0.429]","[-0.000]"
"[-0.782,45.703,54.353,0.906]","[-0.000]"
"[-0.704,32.531,54.355,0.933]","[-0.000]"
"[-0.652,19.200,54.355,-0.720]","[-0.000]"
"[-0.627,5.987,54.356,1.591]","[-0.000]"
"[-0.628,-6.667,54.355,-2.080]","[-0.000]"
"[-0.653,-18.696,54.355,2.123]","[-0.000]"
"[-0.701,-29.563,54.354,-3.182]","[-0.000]"
"[-0.770,-39.412,54.353,2.296]","[-0.000]"
"[-0.858,-47.639,54.352,-4.005]","[-0.000]"
"[-1.074,-59.665,54.347,-4.488]","[-0.000]"
"[-1.197,-63.384,54.344,1.259]","[-0.000]"
"[-1.326,-65.086,54.341,-4.542]","[-0.000]"
"[-1.457,-65.502,54.337,0.226]","[-0.000]"
"[-1.586,-64.008,54.333,-4.096]","[-0.000]"
"[-1.712,-61.367,54.328,-0.891]","[-0.000]"
"[-1.830,-57.130,54.324,-3.139]","[-0.000]"
"[-1.939,-51.927,54.319,-1.883]","[-0.000]"
"[-2.037,-45.619,54.315,-1.756]","[-0.000]"
"[-2.121,-38.537,54.311,-2.591]","[-0.000]"
"[-2.191,-30.959,54.308,-0.122]","[-0.000]"
"[-2.245,-22.797,54.305,-2.934]","[-0.000]"
"[-2.282,-14.782,54.303,1.522]","[-0.000]"
"[-2.304,-6.378,54.302,-2.902]","[-0.000]"
"[-2.309,1.291,54.302,2.920]","[-0.000]"
"[-2.299,9.140,54.302,-2.542]","[-0.000]"
"[-2.274,15.794,54.304,3.854]","[-0.000]"
"[-2.236,22.403,54.306,-1.927]","[-0.000]"
"[-2.186,27.538,54.308,4.191]","[-0.000]"
"[-2.126,32.392,54.311,-1.135]","[-0.000]"
"[-2.058,35.691,54.314,3.907]","[-0.000]"
"[-1.984,38.484,54.317,-0.238]","[-0.000]"
"[-1.906,39.822,54.320,3.080]","[-0.000]"
"[-1.825,40.473,54.324,0.696]","[-0.000]"
"[-1.745,39.911,54.327,1.874]","[-0.000]"
"[-1.667,38.550,54.330,1.599]","[-0.000]"
"[-1.592,36.312,54.332,0.496]","[-0.000]"
"[-1.523,33.251,54.335,2.392]","[-0.000]"
"[-1.460,29.689,54.337,-0.843]","[-0.000]"
"[-1.405,25.370,54.339,2.988]","[-0.000]"
"[-3.869,-1071.180,54.192,-93.382]","[-0.000]"
"[-5.919,-978.503,53.973,-123.582]","[-0.000]"
"[-7.762,-864.551,53.695,-152.960]","[-0.000]"
"[-9.365,-738.927,53.392,-147.207]","[-0.000]"
"[-10.703,-598.682,53.093,-149.416]","[-0.000]"
"[-11.759,-458.173,52.829,-113.001]","[-0.000]"
"[-12.526,-308.401,52.621,-93.845]","[-0.000]"
"[-13.001,-167.308,52.486,-40.907]","[-0.000]"
"[-13.190,-21.604,52.432,-12.735]","[-0.000]"
"[-13.102,109.543,52.459,39.983]","[-0.000]"
"[-12.753,240.429,52.563,63.846]","[-0.000]"
"[-12.159,353.167,52.730,102.430]","[-0.000]"
"[-11.347,460.095,52.946,112.686]","[-0.000]"
"[-10.340,546.800,53.190,129.461]","[-0.000]"
"[-9.172,621.931,53.444,123.692]","[-0.000]"
"[-7.874,676.123,53.686,118.247]","[-0.000]"
"[-6.484,714.056,53.906,100.925]","[-0.000]"
"[-5.038,731.844,54.086,78.890]","[-0.000]"
"[-3.575,731.251,54.224,58.781]","[-0.000]"
"[-2.130,712.721,54.311,29.030]","[-0.000]"
"[-0.741,677.075,54.355,15.200]","[-0.000]"
"[0.563,626.661,54.355,-14.011]","[-0.000]"
"[1.753,563.407,54.325,-15.424]","[-0.000]"
"[2.805,488.863,54.272,-37.089]","[-0.000]"
"[3.702,407.537,54.208,-25.730]","[-0.000]"
"[4.428,318.571,54.144,-38.002]","[-0.000]"
"[4.975,228.890,54.087,-17.754]","[-0.000]"
"[5.339,135.377,54.047,-22.135]","[-0.000]"
"[5.521,46.136,54.025,0.483]","[-0.000]"
"[5.524,-42.906,54.026,0.450]","[-0.000]"
"[-5.606,150.886,54.019,20.417]","[-0.000]"
"[-5.266,189.269,54.058,18.818]","[-0.000]"
"[-4.857,220.453,54.105,27.419]","[-0.000]"
"[-4.390,246.460,54.151,18.603]","[-0.000]"
"[-3.880,263.686,54.197,27.976]","[-0.000]"
"[-3.340,275.790,54.239,13.679]","[-0.000]"
"[-2.786,278.810,54.276,23.528]","[-0.000]"
"[-2.230,276.889,54.306,6.503]","[-0.000]"
"[-1.687,266.790,54.329,16.522]","[-0.000]"
"[-1.168,252.147,54.346,-0.149]","[-0.000]"
"[-0.685,231.104,54.355,9.411]","[-0.000]"
"[-0.247,206.254,54.360,-4.195]","[-0.000]"
"[0.136,177.232,54.359,3.721]","[-0.000]"
"[0.459,145.520,54.358,-4.853]","[-0.000]"
"[0.716,111.768,54.353,0.403]","[-0.000]"
"[0.904,76.914,54.351,-2.506]","[-0.000]"
"[1.023,41.897,54.347,-1.203]","[-0.000]"
"[1.073,7.520,54.348,1.351]","[-0.000]"
"[1.055,-25.512,54.347,-2.082]","[-0.000]"
"[0.973,-56.246,54.350,5.022]","[-0.000]"
"[0.832,-84.446,54.352,-3.196]","[-0.000]"
"[0.638,-109.067,54.356,7.146]","[-0.000]"
"[0.399,-130.213,54.358,-5.032]","[-0.000]"
"[0.122,-147.082,54.360,7.087]","[-0.000]"
"[-0.185,-159.761,54.359,-7.559]","[-0.000]"
"[-0.513,-168.111,54.357,4.923]","[-0.000]"
"[-0.853,-171.817,54.352,-9.823]","[-0.000]"
"[-1.197,-171.680,54.344,1.617]","[-0.000]"
"[-1.535,-166.886,54.334,-11.042]","[-0.000]"
"[-1.861,-159.025,54.321,-1.874]","[-0.000]"
"[-2.450,102.323,54.295,-0.073]","[-0.000]"
"[-2.243,105.009,54.305,9.832]","[-0.000]"
"[-2.032,106.284,54.316,0.938]","[-0.000]"
"[-1.822,104.030,54.323,6.772]","[-0.000]"
"[-1.618,100.086,54.332,2.030]","[-0.000]"
"[-1.424,93.516,54.337,3.142]","[-0.000]"
"[-1.245,85.234,54.344,3.284]","[-0.000]"
"[-1.085,75.290,54.347,-0.413]","[-0.000]"
"[-0.946,63.888,54.351,4.628]","[-0.000]"
"[-0.830,51.741,54.352,-3.407]","[-0.000]"
"[-0.740,38.602,54.354,5.839]","[-0.000]"
"[-0.676,25.540,54.355,-5.553]","[-0.000]"
"[-0.638,12.059,54.356,6.605]","[-0.000]"
"[-0.627,-0.637,54.356,-6.753]","[-0.000]"
"[-0.641,-13.187,54.355,6.628]","[-0.000]"
"[-0.679,-24.367,54.355,-7.033]","[-0.000]"
"[-0.738,-34.927,54.354,5.726]","[-0.000]"
"[-0.817,-43.681,54.353,-6.500]","[-0.000]"
"[-0.912,-51.467,54.350,3.915]","[-0.000]"
"[-1.021,-57.207,54.349,-5.293]","[-0.000]"
"[-1.140,-61.738,54.345,1.408]","[-0.000]"
"[-1.266,-64.235,54.343,-3.562]","[-0.000]"
"[-1.395,-65.348,54.338,-1.427]","[-0.000]"
"[-1.526,-64.719,54.335,-1.475]","[-0.000]"
"[-1.653,-62.561,54.329,-4.148]","[-0.000]"
"[-1.775,-59.217,54.326,0.764]","[-0.000]"
"[-1.888,-54.218,54.321,-6.330]","[-0.000]"
"[-1.991,-48.776,54.317,2.909]","[-0.000]"
"[-2.082,-41.606,54.312,-7.645]","[-0.000]"
"[-2.158,-34.797,54.309,4.691]","[-0.000]"
"[-2.303,5.799,54.302,-5.510]","[-0.000]"
"[-2.285,12.386,54.303,5.700]","[-0.000]"
"[-2.254,19.570,54.305,-3.213]","[-0.000]"
"[-2.209,24.935,54.306,4.344]","[-0.000]"
"[-2.154,30.273,54.310,-0.578]","[-0.000]"
"[-2.090,34.064,54.312,2.344]","[-0.000]"
"[-2.019,37.209,54.316,2.076]","[-0.000]"
"[-1.942,39.231,54.318,-0.001]","[-0.000]"
"[-1.863,40.090,54.323,4.447]","[-0.000]"
"[-1.783,40.308,54.325,-2.330]","[-0.000]"
"[-1.703,39.024,54.329,6.278]","[-0.000]"
"[-1.627,37.561,54.331,-4.286]","[-0.000]"
"[-1.555,34.470,54.334,7.372]","[-0.000]"
"[-1.489,31.588,54.336,-5.575]","[-0.000]"
"[-1.430,27.162,54.338,7.608]","[-0.000]"
"[-1.380,23.237,54.339,-6.013]","[-0.000]"
"[-1.339,18.021,54.340,6.952]","[-0.000]"
"[-1.307,13.497,54.342,-5.555]","[-0.000]"
"[-1.286,8.055,54.342,5.469]","[-0.000]"
"[-1.275,3.395,54.343,-4.291]","[-0.000]"
"[-1.273,-1.741,54.342,3.322]","[-0.000]"
"[-1.281,-6.104,54.343,-2.427]","[-0.000]"
"[-1.298,-10.476,54.341,0.761]","[-0.000]"
"[-1.322,-14.182,54.342,-0.242]","[-0.000]"
"[-1.354,-17.436,54.339,-1.908]","[-0.000]"
"[-1.392,-20.225,54.339,1.954]","[-0.000]"
"[-1.434,-22.137,54.337,-4.355]","[-0.000]"
"[-1.480,-23.861,54.336,3.863]","[-0.000]"
"[-1.529,-24.351,54.334,-6.263]","[-0.000]"
"[-1.578,-24.971,54.333,5.229]","[-0.000]"
"[0.221,-72.456,54.360,0.995]","[-0.000]"
"[0.057,-90.641,54.360,-1.114]","[-0.000]"
"[-0.139,-105.828,54.360,1.523]","[-0.000]"
"[-0.363,-117.762,54.358,-3.382]","[-0.000]"
"[-0.607,-126.443,54.356,1.202]","[-0.000]"
"[-0.865,-131.539,54.351,-5.785]","[-0.000]"
"[-1.130,-133.520,54.346,0.247]","[-0.000]"
"[-1.396,-131.881,54.338,-7.729]","[-0.000]"
"[-1.655,-127.628,54.330,-0.874]","[-0.000]"
"[-1.903,-119.999,54.320,-8.612]","[-0.000]"
"[-2.134,-110.485,54.310,-1.710]","[-0.000]"
"[-2.342,-98.130,54.300,-8.081]","[-0.000]"
"[-2.525,-84.696,54.290,-1.992]","[-0.000]"
"[-2.679,-69.229,54.282,-6.147]","[-0.000]"
"[-2.802,-53.426,54.274,-1.705]","[-0.000]"
"[-2.892,-36.611,54.269,-3.174]","[-0.000]"
"[-2.949,-20.058,54.265,-1.046]","[-0.000]"
"[-2.973,-3.611,54.264,0.246]","[-0.000]"
"[-2.964,12.144,54.264,-0.316]","[-0.000]"
"[-2.926,26.716,54.267,3.461]","[-0.000]"
"[-2.859,40.314,54.271,0.215]","[-0.000]"
"[-2.767,51.840,54.277,5.927]","[-0.000]"
"[-2.653,62.216,54.283,0.406]","[-0.000]"
"[-2.521,69.929,54.291,7.321]","[-0.000]"
"[-2.374,76.391,54.299,0.288]","[-0.000]"
"[-2.218,79.954,54.306,7.569]","[-0.000]"
"[-2.056,82.227,54.314,0.027]","[-0.000]"
"[-1.892,81.711,54.321,6.816]","[-0.000]"
"[-1.731,79.939,54.328,-0.152]","[-0.000]"
"[-1.575,75.776,54.333,5.339]","[-0.000]"
"[-19.579,-1149.830,49.968,-539.282]","[-0.000]"
"[-21.584,-858.661,48.966,-455.576]","[-0.000]"
"[-23.016,-576.174,48.174,-331.543]","[-0.000]"
"[-23.895,-304.936,47.658,-181.286]","[-0.000]"
"[-24.244,-44.523,47.450,-25.992]","[-0.000]"
"[-24.087,201.427,47.554,129.624]","[-0.000]"
"[-23.448,438.455,47.947,260.640]","[-0.000]"
"[-22.353,658.403,48.582,371.413]","[-0.000]"
"[-20.829,866.734,49.396,438.648]","[-0.000]"
"[-18.914,1049.840,50.315,477.090]","[-0.000]"
"[-16.652,1212.180,51.263,466.312]","[-0.000]"
"[-14.103,1337.440,52.165,432.840]","[-0.000]"
"[-11.334,1430.930,52.958,357.445]","[-0.000]"
"[-8.423,1478.760,53.593,277.165]","[-0.000]"
"[-5.455,1488.370,54.042,171.271]","[-0.000]"
"[-2.513,1452.920,54.293,81.636]","[-0.000]"
"[0.322,1380.860,54.358,-15.319]","[-0.000]"
"[2.977,1273.550,54.258,-81.304]","[-0.000]"
"[5.390,1138.580,54.036,-137.396]","[-0.000]"
"[7.510,982.339,53.733,-161.458]","[-0.000]"
"[9.303,810.774,53.401,-167.736]","[-0.000]"
"[10.744,630.367,53.079,-151.049]","[-0.000]"
"[11.820,446.355,52.809,-116.684]","[-0.000]"
"[12.528,261.853,52.616,-74.775]","[-0.000]"
"[12.872,82.902,52.520,-20.698]","[-0.000]"
"[12.864,-91.369,52.524,24.804]","[-0.000]"
"[12.519,-253.124,52.625,75.666]","[-0.000]"
"[11.861,-405.978,52.808,105.367]","[-0.000]"
"[10.915,-540.430,53.050,136.038]","[-0.000]"
"[9.713,-661.290,53.327,138.928]","[-0.000]"
"[-5.008,560.856,54.089,63.007]","[-0.000]"
"[-3.877,569.629,54.198,46.472]","[-0.000]"
"[-2.745,563.216,54.279,34.018]","[-0.000]"
"[-1.637,543.956,54.332,19.139]","[-0.000]"
"[-0.581,512.030,54.356,5.569]","[-0.000]"
"[0.400,469.290,54.358,-3.177]","[-0.000]"
"[1.286,417.120,54.340,-13.893]","[-0.000]"
"[2.061,357.621,54.312,-13.667]","[-0.000]"
"[2.711,292.056,54.278,-20.338]","[-0.000]"
"[3.226,223.267,54.245,-12.256]","[-0.000]"
"[3.601,151.682,54.217,-15.537]","[-0.000]"
"[3.833,80.922,54.198,-2.810]","[-0.000]"
"[3.925,10.425,54.191,-4.634]","[-0.000]"
"[3.879,-55.781,54.195,8.612]","[-0.000]"
"[3.704,-118.886,54.210,6.185]","[-0.000]"
"[3.410,-175.101,54.232,16.316]","[-0.000]"
"[3.010,-225.693,54.261,12.122]","[-0.000]"
"[2.516,-267.752,54.290,16.958]","[-0.000]"
"[1.946,-302.220,54.319,11.229]","[-0.000]"
"[1.316,-327.435,54.341,10.387]","[-0.000]"
"[0.645,-343.965,54.356,4.612]","[-0.000]"
"[-0.050,-351.354,54.360,-0.839]","[-0.000]"
"[-0.752,-350.050,54.354,-4.877]","[-0.000]"
"[-1.442,-340.289,54.336,-12.433]","[-0.000]"
"[-2.106,-323.049,54.311,-12.609]","[-0.000]"
"[-2.727,-298.528,54.278,-20.553]","[-0.000]"
"[-3.295,-268.634,54.241,-16.042]","[-0.000]"
"[-3.796,-232.952,54.202,-22.801]","[-0.000]"
"[-4.224,-194.512,54.165,-14.094]","[-0.000]"
"[-4.571,-152.011,54.132,-18.919]","[-0.000]"
"[-2.158,-5.941,54.309,3.093]","[-0.000]"
"[-2.163,0.560,54.309,-3.556]","[-0.000]"
"[-2.156,6.071,54.309,3.981]","[-0.000]"
"[-2.139,11.895,54.310,-3.112]","[-0.000]"
"[-2.110,16.445,54.311,4.288]","[-0.000]"
"[-2.073,21.099,54.313,-2.316]","[-0.000]"
"[-2.028,24.375,54.315,3.982]","[-0.000]"
"[-1.976,27.516,54.318,-1.257]","[-0.000]"
"[-1.919,29.350,54.320,3.124]","[-0.000]"
"[-1.859,30.810,54.323,-0.045]","[-0.000]"
"[-1.797,31.175,54.325,1.861]","[-0.000]"
"[-1.735,30.964,54.328,1.195]","[-0.000]"
"[-1.674,29.963,54.329,0.394]","[-0.000]"
"[-1.616,28.251,54.332,2.334]","[-0.000]"
"[-1.562,26.099,54.333,-1.058]","[-0.000]"
"[-1.513,23.184,54.335,3.240]","[-0.000]"
"[-1.469,20.178,54.336,-2.290]","[-0.000]"
"[-1.433,16.444,54.338,3.800]","[-0.000]"
"[-1.403,12.933,54.338,-3.143]","[-0.000]"
"[-1.382,8.805,54.339,3.928]","[-0.000]"
"[-1.368,5.154,54.340,-3.521]","[-0.000]"
"[-1.362,1.053,54.340,3.586]","[-0.000]"
"[-1.363,-2.393,54.340,-3.397]","[-0.000]"
"[-1.372,-6.086,54.339,2.796]","[-0.000]"
"[-1.387,-9.033,54.339,-2.812]","[-0.000]"
"[-1.408,-12.005,54.338,1.640]","[-0.000]"
"[-1.434,-14.237,54.338,-1.862]","[-0.000]"
"[-1.465,-16.269,54.336,0.255]","[-0.000]"
"[-1.499,-17.658,54.336,-0.686]","[-0.000]"
"[-1.535,-18.631,54.334,-1.184]","[-0.000]"
"[9.307,-2395.750,53.375,521.554]","[-0.000]"
"[4.471,-2433.280,54.137,241.402]","[-0.000]"
"[-0.345,-2377.390,54.358,-16.144]","[-0.000]"
"[-4.970,-2242.470,54.086,-248.993]","[-0.000]"
"[-9.257,-2042.500,53.407,-421.064]","[-0.000]"
"[-13.094,-1794.480,52.441,-534.774]","[-0.000]"
"[-16.404,-1516.730,51.317,-580.605]","[-0.000]"
"[-19.144,-1225.790,50.168,-559.109]","[-0.000]"
"[-21.298,-931.089,49.114,-487.672]","[-0.000]"
"[-22.872,-646.056,48.256,-365.559]","[-0.000]"
"[-23.883,-367.773,47.663,-223.612]","[-0.000]"
"[-24.357,-106.508,47.378,-60.085]","[-0.000]"
"[-24.315,147.539,47.411,92.634]","[-0.000]"
"[-23.784,384.320,47.744,238.599]","[-0.000]"
"[-22.788,613.565,48.336,349.963]","[-0.000]"
"[-21.353,822.459,49.125,435.639]","[-0.000]"
"[-19.515,1017.250,50.039,474.442]","[-0.000]"
"[-17.316,1182.540,51.000,482.520]","[-0.000]"
"[-14.812,1321.850,51.931,445.421]","[-0.000]"
"[-12.069,1420.920,52.766,386.508]","[-0.000]"
"[-9.164,1483.110,53.451,296.821]","[-0.000]"
"[-6.180,1499.850,53.950,202.814]","[-0.000]"
"[-3.202,1476.100,54.252,99.537]","[-0.000]"
"[-0.314,1410.970,54.358,8.885]","[-0.000]"
"[2.408,1310.900,54.292,-71.548]","[-0.000]"
"[4.900,1180.740,54.090,-127.147]","[-0.000]"
"[7.108,1027.600,53.799,-160.868]","[-0.000]"
"[8.993,857.590,53.463,-171.767]","[-0.000]"
"[10.528,677.909,53.131,-157.282]","[-0.000]"
"[11.698,492.025,52.840,-130.515]","[-0.000]"
"[-6.613,-665.857,53.878,-97.926]","[-0.000]"
"[-7.846,-566.457,53.683,-95.911]","[-0.000]"
"[-8.870,-457.836,53.494,-91.774]","[-0.000]"
"[-9.673,-345.898,53.330,-71.211]","[-0.000]"
"[-10.249,-229.819,53.203,-54.780]","[-0.000]"
"[-10.596,-116.763,53.124,-24.014]","[-0.000]"
"[-10.716,-3.890,53.097,-3.452]","[-0.000]"
"[-10.620,100.963,53.121,27.426]","[-0.000]"
"[-10.317,201.720,53.192,43.830]","[-0.000]"
"[-9.825,290.720,53.303,66.419]","[-0.000]"
"[-9.163,371.916,53.443,73.161]","[-0.000]"
"[-8.352,438.782,53.600,82.971]","[-0.000]"
"[-7.419,494.569,53.762,78.861]","[-0.000]"
"[-6.390,534.723,53.917,75.923]","[-0.000]"
"[-5.294,561.548,54.057,63.911]","[-0.000]"
"[-4.159,572.865,54.173,51.877]","[-0.000]"
"[-3.016,570.238,54.263,37.424]","[-0.000]"
"[-1.892,553.624,54.321,21.685]","[-0.000]"
"[-0.814,524.347,54.353,10.433]","[-0.000]"
"[0.194,483.693,54.359,-4.255]","[-0.000]"
"[1.110,433.278,54.346,-8.571]","[-0.000]"
"[1.918,374.662,54.318,-18.356]","[-0.000]"
"[2.603,310.219,54.285,-14.901]","[-0.000]"
"[3.154,240.970,54.250,-19.478]","[-0.000]"
"[3.565,170.015,54.220,-10.196]","[-0.000]"
"[3.833,97.597,54.198,-10.956]","[-0.000]"
"[3.958,27.214,54.188,0.525]","[-0.000]"
"[3.943,-41.468,54.190,1.193]","[-0.000]"
"[3.797,-105.089,54.202,11.010]","[-0.000]"
"[3.527,-164.142,54.224,10.938]","[-0.000]"
"[-1.281,-345.934,54.342,-7.417]","[-0.000]"
"[-1.957,-329.994,54.317,-16.793]","[-0.000]"
"[-2.594,-307.318,54.286,-14.496]","[-0.000]"
"[-3.180,-277.795,54.249,-22.279]","[-0.000]"
"[-3.701,-243.836,54.210,-16.569]","[-0.000]"
"[-4.150,-204.780,54.172,-21.477]","[-0.000]"
"[-4.519,-163.785,54.137,-13.240]","[-0.000]"
"[-4.802,-119.759,54.108,-15.029]","[-0.000]"
"[-4.998,-76.106,54.087,-5.985]","[-0.000]"
"[-5.106,-31.665,54.076,-5.237]","[-0.000]"
"[-5.127,10.519,54.073,2.609]","[-0.000]"
"[-5.066,51.249,54.081,4.926]","[-0.000]"
"[-4.926,88.355,54.096,9.861]","[-0.000]"
"[-4.716,121.984,54.118,12.845]","[-0.000]"
"[-4.443,151.123,54.145,13.892]","[-0.000]"
"[-4.117,175.213,54.176,17.007]","[-0.000]"
"[-3.747,194.394,54.207,14.114]","[-0.000]"
"[-3.346,207.596,54.239,17.241]","[-0.000]"
"[-2.922,215.853,54.267,11.206]","[-0.000]"
"[-2.488,217.947,54.293,14.495]","[-0.000]"
"[-2.055,215.402,54.314,6.684]","[-0.000]"
"[-1.633,207.224,54.331,10.293]","[-0.000]"
"[-1.231,195.024,54.344,2.249]","[-0.000]"
"[-0.857,178.288,54.352,6.119]","[-0.000]"
"[-0.521,158.428,54.357,-0.803]","[-0.000]"
"[-0.227,135.468,54.359,2.948]","[-0.000]"
"[0.019,110.495,54.360,-2.010]","[-0.000]"
"[0.213,83.986,54.359,1.022]","[-0.000]"
"[0.354,56.755,54.359,-1.413]","[-0.000]"
"[0.440,29.432,54.357,0.135]","[-0.000]"
"[-2.559,69.147,54.289,0.890]","[-0.000]"
"[-2.415,75.363,54.296,6.839]","[-0.000]"
"[-2.259,80.190,54.305,1.240]","[-0.000]"
"[-2.097,82.262,54.312,6.179]","[-0.000]"
"[-1.932,82.833,54.320,1.393]","[-0.000]"
"[-1.768,80.952,54.326,4.773]","[-0.000]"
"[-1.610,77.594,54.332,1.517]","[-0.000]"
"[-1.460,72.287,54.337,2.973]","[-0.000]"
"[-1.322,65.674,54.341,1.735]","[-0.000]"
"[-1.199,57.728,54.344,1.112]","[-0.000]"
"[-1.092,48.783,54.347,2.069]","[-0.000]"
"[-1.004,39.154,54.349,-0.555]","[-0.000]"
"[-0.936,28.931,54.351,2.441]","[-0.000]"
"[-0.889,18.651,54.351,-1.880]","[-0.000]"
"[-0.862,8.216,54.352,2.698]","[-0.000]"
"[-0.856,-1.711,54.352,-2.806]","[-0.000]"
"[-0.869,-11.373,54.352,2.682]","[-0.000]"
"[-0.900,-20.059,54.351,-3.333]","[-0.000]"
"[-0.949,-28.131,54.350,2.283]","[-0.000]"
"[-1.012,-34.882,54.349,-3.482]","[-0.000]"
"[-1.087,-40.767,54.347,1.484]","[-0.000]"
"[-1.173,-45.136,54.345,-3.278]","[-0.000]"
"[-1.267,-48.483,54.342,0.371]","[-0.000]"
"[-1.366,-50.293,54.340,-2.749]","[-0.000]"
"[-1.467,-51.011,54.336,-0.890]","[-0.000]"
"[-1.569,-50.345,54.333,-1.932]","[-0.000]"
"[-1.668,-48.584,54.329,-2.093]","[-0.000]"
"[-1.762,-45.755,54.326,-0.897]","[-0.000]"
"[-1.850,-41.879,54.322,-3.042]","[-0.000]"
"[-1.929,-37.369,54.319,0.247]","[-0.000]"
"[-5.676,266.571,54.010,34.753]","[0.000]"
"[-5.110,299.417,54.077,32.296]","[0.000]"
"[-4.488,322.851,54.142,32.007]","[0.000]"
"[-3.827,338.073,54.202,28.242]","[0.000]"
"[-3.145,344.298,54.253,22.685]","[0.000]"
"[-2.459,342.009,54.295,19.561]","[0.000]"
"[-1.785,331.768,54.325,10.843]","[0.000]"
"[-1.139,313.819,54.346,10.140]","[0.000]"
"[-0.536,289.411,54.357,0.472]","[0.000]"
"[0.012,259.019,54.360,2.985]","[0.000]"
"[0.495,223.946,54.357,-5.999]","[0.000]"
"[0.904,185.223,54.351,-0.172]","[0.000]"
"[1.233,143.734,54.343,-7.441]","[0.000]"
