state,input
"[-21.796,374.862,48.880,203.024]","[-0.000]"
"[-20.841,581.286,49.384,298.532]","[-0.000]"
"[-19.487,774.003,50.048,362.170]","[-0.000]"
"[-17.769,945.025,50.810,396.666]","[-0.000]"
"[-15.731,1093.380,51.606,396.624]","[-0.000]"
"[-13.427,1211.510,52.374,368.570]","[-0.000]"
"[-10.918,1297.230,53.060,314.969]","[-0.000]"
"[-8.274,1346.130,53.620,243.852]","[-0.000]"
"[-5.569,1357.460,54.028,164.128]","[-0.000]"
"[-2.880,1331.520,54.272,81.059]","[-0.000]"
"[-0.277,1270.520,54.359,7.375]","[-0.000]"
"[2.173,1178.410,54.304,-59.200]","[-0.000]"
"[4.412,1060.520,54.142,-100.889]","[-0.000]"
"[6.394,921.445,53.906,-131.940]","[-0.000]"
"[8.083,768.574,53.636,-134.849]","[-0.000]"
"[9.456,604.746,53.370,-128.685]","[-0.000]"
"[10.498,437.757,53.140,-99.943]","[-0.000]"
"[11.204,268.324,52.970,-68.199]","[-0.000]"
"[11.576,103.405,52.877,-24.555]","[-0.000]"
"[11.622,-57.288,52.867,14.720]","[-0.000]"
"[11.357,-208.111,52.937,54.502]","[-0.000]"
"[-7.669,401.117,53.720,69.187]","[-0.000]"
"[-6.818,450.331,53.855,65.555]","[-0.000]"
"[-5.882,485.776,53.985,64.254]","[-0.000]"
"[-4.887,509.096,54.102,52.053]","[-0.000]"
"[-3.860,518.170,54.199,45.426]","[-0.000]"
"[-2.827,515.168,54.274,29.341]","[-0.000]"
"[-1.812,499.102,54.325,21.482]","[-0.000]"
"[-0.841,472.196,54.353,6.592]","[-0.000]"
"[0.066,434.774,54.360,0.775]","[-0.000]"
"[0.889,388.781,54.351,-9.295]","[-0.000]"
"[1.614,335.593,54.330,-10.765]","[-0.000]"
"[2.226,276.857,54.305,-14.329]","[-0.000]"
"[2.717,214.429,54.278,-12.260]","[-0.000]"
"[3.081,149.800,54.255,-10.058]","[-0.000]"
"[3.316,84.723,54.239,-6.403]","[-0.000]"
"[3.421,20.757,54.231,-0.705]","[-0.000]"
"[3.401,-40.865,54.233,2.031]","[-0.000]"
"[3.262,-98.424,54.243,8.527]","[-0.000]"
"[3.012,-151.351,54.260,8.318]","[-0.000]"
"[2.663,-197.884,54.282,13.480]","[-0.000]"
"[2.227,-238.025,54.306,9.516]","[-0.000]"
"[1.719,-270.270,54.328,12.343]","[-0.000]"
"[1.153,-294.961,54.345,5.254]","[-0.000]"
"[0.547,-311.194,54.357,5.915]","[-0.000]"
"[-0.084,-319.407,54.360,-2.638]","[-0.000]"
"[-0.723,-319.524,54.354,-3.416]","[-0.000]"
"[-1.354,-311.957,54.340,-10.758]","[-0.000]"
"[-1.964,-297.384,54.317,-11.593]","[-0.000]"
"[-2.537,-276.245,54.289,-16.121]","[-0.000]"
"[-3.063,-249.677,54.257,-16.192]","[-0.000]"
"[-0.917,160.273,54.351,3.749]","[-0.000]"
"[-0.614,142.034,54.356,0.969]","[-0.000]"
"[-0.351,121.223,54.359,2.170]","[-0.000]"
"[-0.132,98.543,54.360,-1.236]","[-0.000]"
"[0.041,74.524,54.360,1.611]","[-0.000]"
"[0.166,49.886,54.359,-2.092]","[-0.000]"
"[0.241,25.204,54.359,1.863]","[-0.000]"
"[0.267,1.062,54.359,-2.049]","[-0.000]"
"[0.246,-21.962,54.359,2.158]","[-0.000]"
"[0.181,-43.416,54.360,-1.741]","[-0.000]"
"[0.074,-62.823,54.360,1.913]","[-0.000]"
"[-0.069,-79.831,54.360,-1.683]","[-0.000]"
"[-0.243,-94.169,54.359,0.762]","[-0.000]"
"[-0.442,-105.578,54.358,-2.014]","[-0.000]"
"[-0.662,-113.973,54.355,-1.034]","[-0.000]"
"[-0.895,-119.236,54.351,-2.616]","[-0.000]"
"[-1.136,-121.433,54.346,-3.124]","[-0.000]"
"[-1.378,-120.646,54.339,-3.163]","[-0.000]"
"[-1.616,-116.976,54.331,-4.947]","[-0.000]"
"[-1.844,-110.798,54.323,-3.302]","[-0.000]"
"[-2.057,-102.106,54.313,-6.004]","[-0.000]"
"[-2.251,-91.632,54.305,-2.810]","[-0.000]"
"[-2.422,-79.159,54.296,-6.015]","[-0.000]"
"[-2.567,-65.769,54.288,-1.685]","[-0.000]"
"[-2.683,-51.004,54.281,-4.990]","[-0.000]"
"[-2.771,-36.199,54.276,-0.149]","[-0.000]"
"[-2.828,-20.717,54.273,-3.191]","[-0.000]"
"[-2.855,-5.976,54.271,1.439]","[-0.000]"
"[-2.852,8.717,54.272,-1.030]","[-0.000]"
"[-2.821,22.066,54.273,2.705]","[-0.000]"
"[-1.078,-31.895,54.347,-1.438]","[-0.000]"
"[-1.147,-37.065,54.346,0.087]","[-0.000]"
"[-1.226,-41.009,54.343,-2.418]","[-0.000]"
"[-1.311,-43.940,54.341,0.319]","[-0.000]"
"[-1.400,-45.501,54.338,-3.172]","[-0.000]"
"[-1.492,-46.135,54.336,0.427]","[-0.000]"
"[-1.583,-45.377,54.332,-3.575]","[-0.000]"
"[-1.673,-43.871,54.329,0.428]","[-0.000]"
"[-1.758,-41.072,54.326,-3.544]","[-0.000]"
"[-1.837,-37.760,54.323,0.350]","[-0.000]"
"[-1.908,-33.369,54.320,-3.062]","[-0.000]"
"[-1.970,-28.712,54.317,0.219]","[-0.000]"
"[-2.022,-23.291,54.316,-2.185]","[-0.000]"
"[-2.063,-17.827,54.313,0.050]","[-0.000]"
"[-2.093,-11.985,54.312,-1.040]","[-0.000]"
"[-2.112,-6.277,54.311,-0.146]","[-0.000]"
"[-2.119,-0.602,54.311,0.207]","[-0.000]"
"[-2.115,4.812,54.311,-0.361]","[-0.000]"
"[-2.100,9.802,54.312,1.377]","[-0.000]"
"[-2.076,14.457,54.313,-0.574]","[-0.000]"
"[-2.043,18.362,54.315,2.316]","[-0.000]"
"[-2.003,21.896,54.316,-0.754]","[-0.000]"
"[-1.957,24.458,54.318,2.911]","[-0.000]"
"[-1.906,26.641,54.320,-0.857]","[-0.000]"
"[-1.851,27.753,54.323,3.111]","[-0.000]"
"[-1.795,28.498,54.325,-0.842]","[-0.000]"
"[-1.739,28.197,54.327,2.919]","[-0.000]"
"[-1.683,27.557,54.329,-0.680]","[-0.000]"
"[-1.630,26.006,54.331,2.388]","[-0.000]"
"[-1.579,24.160,54.333,-0.368]","[-0.000]"
"[-5.137,1181.720,54.076,129.546]","[0.000]"
"[-2.796,1158.590,54.277,71.935]","[0.000]"
"[-0.531,1106.820,54.357,9.527]","[0.000]"
"[1.605,1028.010,54.329,-35.480]","[0.000]"
"[3.560,926.974,54.217,-74.171]","[0.000]"
"[5.295,808.068,54.048,-92.768]","[0.000]"
"[6.778,675.513,53.852,-101.568]","[0.000]"
"[7.988,534.390,53.655,-93.278]","[0.000]"
"[8.910,388.062,53.484,-76.414]","[0.000]"
"[9.539,240.758,53.356,-50.393]","[0.000]"
"[9.875,95.415,53.285,-19.980]","[0.000]"
"[9.925,-45.234,53.275,10.032]","[0.000]"
"[9.702,-178.038,53.325,39.807]","[0.000]"
"[9.222,-301.646,53.427,61.015]","[0.000]"
"[8.508,-412.430,53.568,79.129]","[0.000]"
"[7.586,-510.080,53.732,83.870]","[0.000]"
"[6.485,-590.861,53.902,85.630]","[0.000]"
"[5.239,-655.251,54.062,73.257]","[0.000]"
"[3.883,-700.270,54.197,60.796]","[0.000]"
"[2.456,-727.017,54.295,36.971]","[0.000]"
"[0.995,-734.128,54.349,17.321]","[0.000]"
"[-0.463,-723.132,54.357,-9.265]","[0.000]"
"[-1.881,-694.629,54.320,-27.573]","[0.000]"
"[-3.226,-650.426,54.245,-46.959]","[0.000]"
"[-4.469,-592.657,54.140,-57.208]","[0.000]"
"[-5.585,-523.312,54.017,-64.331]","[0.000]"
"[-6.554,-445.118,53.889,-63.777]","[0.000]"
"[-7.359,-360.344,53.766,-57.847]","[0.000]"
"[-7.991,-271.309,53.660,-48.029]","[0.000]"
"[-8.443,-180.727,53.579,-32.515]","[0.000]"
"[2.130,188.893,54.309,-7.450]","[0.000]"
"[2.452,132.629,54.293,-8.572]","[0.000]"
"[2.661,76.159,54.282,-2.743]","[0.000]"
"[2.757,20.193,54.276,-2.827]","[0.000]"
"[2.744,-33.259,54.277,3.754]","[0.000]"
"[2.627,-83.848,54.284,3.238]","[0.000]"
"[2.413,-129.729,54.296,8.426]","[0.000]"
"[2.113,-170.789,54.311,6.542]","[0.000]"
"[1.736,-205.606,54.327,9.011]","[0.000]"
"[1.296,-234.182,54.342,5.723]","[0.000]"
"[0.806,-255.689,54.353,5.218]","[0.000]"
"[0.280,-270.222,54.359,1.338]","[0.000]"
"[-0.268,-277.569,54.359,-1.679]","[0.000]"
"[-0.823,-277.973,54.352,-4.804]","[0.000]"
"[-1.373,-271.664,54.339,-8.746]","[0.000]"
"[-1.904,-259.241,54.320,-9.943]","[0.000]"
"[-2.404,-241.083,54.296,-13.732]","[0.000]"
"[-2.864,-218.249,54.270,-12.298]","[0.000]"
"[-3.273,-191.007,54.243,-15.073]","[0.000]"
"[-3.625,-160.910,54.216,-11.072]","[0.000]"
"[-3.914,-127.947,54.193,-12.524]","[0.000]"
"[-4.136,-94.060,54.173,-6.747]","[0.000]"
"[-4.289,-58.945,54.159,-7.072]","[0.000]"
"[-4.373,-24.705,54.152,-0.760]","[0.000]"
"[-4.389,9.138,54.150,-0.441]","[0.000]"
"[-4.339,40.613,54.155,5.086]","[0.000]"
"[-4.228,70.195,54.166,5.558]","[0.000]"
"[-4.062,96.318,54.181,9.257]","[0.000]"
"[-3.846,119.301,54.199,9.601]","[0.000]"
"[-3.589,138.173,54.220,10.927]","[0.000]"
"[-0.785,-98.878,54.353,-0.531]","[0.000]"
"[-0.988,-103.525,54.349,-3.618]","[0.000]"
"[-1.197,-105.610,54.344,-1.238]","[0.000]"
"[-1.407,-104.928,54.338,-4.854]","[0.000]"
"[-1.614,-101.979,54.331,-1.915]","[0.000]"
"[-1.813,-96.507,54.324,-5.476]","[0.000]"
"[-1.999,-89.262,54.316,-2.281]","[0.000]"
"[-2.168,-79.946,54.309,-5.249]","[0.000]"
"[-2.318,-69.462,54.301,-2.180]","[0.000]"
"[-2.445,-57.527,54.295,-4.152]","[0.000]"
"[-2.547,-45.050,54.289,-1.628]","[0.000]"
"[-2.624,-31.855,54.285,-2.384]","[0.000]"
"[-2.675,-18.697,54.282,-0.787]","[0.000]"
"[-2.699,-5.590,54.281,-0.295]","[0.000]"
"[-2.698,6.994,54.281,0.105]","[0.000]"
"[-2.672,18.802,54.282,1.718]","[0.000]"
"[-2.624,29.715,54.285,0.825]","[0.000]"
"[-2.555,39.253,54.289,3.314]","[0.000]"
"[-2.468,47.642,54.294,1.237]","[0.000]"
"[-2.367,54.240,54.299,4.284]","[0.000]"
"[-2.253,59.551,54.305,1.322]","[0.000]"
"[-2.131,62.879,54.311,4.570]","[0.000]"
"[-2.003,64.888,54.316,1.166]","[0.000]"
"[-1.873,64.943,54.322,4.251]","[0.000]"
"[-1.745,63.753,54.327,0.913]","[0.000]"
"[-1.620,60.833,54.331,3.488]","[0.000]"
"[-1.502,56.838,54.336,0.706]","[0.000]"
"[-1.394,51.484,54.339,2.468]","[0.000]"
"[-1.298,45.307,54.342,0.633]","[0.000]"
"[-1.214,38.233,54.344,1.359]","[0.000]"
"[-1.029,-1.532,54.349,1.032]","[0.000]"
"[-1.040,-8.958,54.348,-1.490]","[0.000]"
"[-1.065,-15.954,54.348,1.079]","[0.000]"
"[-1.103,-22.093,54.347,-2.110]","[0.000]"
"[-1.153,-27.591,54.345,0.947]","[0.000]"
"[-1.213,-31.989,54.344,-2.506]","[0.000]"
"[-1.280,-35.621,54.342,0.620]","[0.000]"
"[-1.354,-38.029,54.340,-2.645]","[0.000]"
"[-1.432,-39.628,54.337,0.137]","[0.000]"
"[-1.511,-40.008,54.335,-2.500]","[0.000]"
"[-1.591,-39.606,54.332,-0.422]","[0.000]"
"[-1.669,-38.115,54.330,-2.072]","[0.000]"
"[-1.743,-35.923,54.327,-0.961]","[0.000]"
"[-1.812,-32.879,54.324,-1.396]","[0.000]"
"[-1.874,-29.249,54.322,-1.392]","[0.000]"
"[-1.929,-25.088,54.319,-0.552]","[0.000]"
"[-1.974,-20.475,54.317,-1.653]","[0.000]"
"[-2.011,-15.692,54.316,0.349]","[0.000]"
"[-2.037,-10.603,54.315,-1.715]","[0.000]"
"[-2.053,-5.700,54.314,1.178]","[0.000]"
"[-2.060,-0.645,54.314,-1.583]","[0.000]"
"[-2.057,3.915,54.314,1.816]","[0.000]"
"[-2.044,8.469,54.314,-1.281]","[0.000]"
"[-2.024,12.303,54.315,2.176]","[0.000]"
"[-1.995,15.976,54.317,-0.850]","[0.000]"
"[-1.961,18.803,54.318,2.215]","[0.000]"
"[-1.921,21.328,54.320,-0.335]","[0.000]"
"[-1.876,22.987,54.322,1.944]","[0.000]"
"[-1.829,24.227,54.324,0.216]","[0.000]"
"[-1.781,24.678,54.325,1.424]","[0.000]"
"[18.297,-745.879,50.576,328.520]","[0.000]"
"[16.607,-944.635,51.271,362.567]","[0.000]"
"[14.550,-1112.980,52.012,374.234]","[0.000]"
"[12.181,-1256.670,52.730,340.716]","[0.000]"
"[9.563,-1360.920,53.364,290.760]","[0.000]"
"[6.771,-1430.100,53.865,208.554]","[0.000]"
"[3.885,-1455.500,54.198,123.957]","[0.000]"
"[0.986,-1441.720,54.350,28.281]","[0.000]"
"[-1.844,-1387.790,54.319,-57.224]","[0.000]"
"[-4.532,-1299.610,54.131,-129.012]","[0.000]"
"[-7.013,-1181.080,53.815,-184.120]","[0.000]"
"[-9.235,-1040.310,53.416,-210.950]","[0.000]"
"[-11.156,-880.761,52.980,-222.372]","[0.000]"
"[-12.748,-712.665,52.553,-201.497]","[0.000]"
"[-13.996,-535.536,52.175,-173.345]","[0.000]"
"[-14.892,-360.941,51.882,-118.617]","[0.000]"
"[-15.437,-184.157,51.694,-67.827]","[0.000]"
"[-15.638,-17.195,51.624,-1.450]","[0.000]"
"[-15.509,146.896,51.673,50.411]","[0.000]"
"[-15.066,296.339,51.831,106.605]","[0.000]"
"[-14.332,437.937,52.080,141.308]","[0.000]"
"[-13.334,560.885,52.395,172.392]","[0.000]"
"[-12.103,670.387,52.750,180.529]","[0.000]"
"[-10.675,757.731,53.113,181.796]","[0.000]"
"[-9.091,826.240,53.461,164.686]","[0.000]"
"[-7.394,870.504,53.768,141.429]","[0.000]"
"[-5.631,892.540,54.019,109.186]","[0.000]"
"[-3.848,890.724,54.201,73.322]","[0.000]"
"[-2.090,866.757,54.314,39.960]","[0.000]"
"[-0.401,821.977,54.358,4.909]","[0.000]"
"[3.305,-505.224,54.241,36.396]","[0.000]"
"[2.264,-535.493,54.305,26.840]","[0.000]"
"[1.177,-551.343,54.345,13.035]","[0.000]"
"[0.073,-553.108,54.360,2.380]","[0.000]"
"[-1.022,-541.295,54.348,-14.637]","[0.000]"
"[-2.080,-517.102,54.312,-20.908]","[0.000]"
"[-3.079,-481.137,54.255,-35.364]","[0.000]"
"[-3.996,-436.019,54.184,-34.862]","[0.000]"
"[-4.814,-381.710,54.106,-43.313]","[0.000]"
"[-5.518,-322.216,54.026,-35.603]","[0.000]"
"[-6.097,-256.609,53.953,-37.122]","[0.000]"
"[-6.543,-189.722,53.892,-24.277]","[0.000]"
"[-6.853,-120.060,53.847,-20.242]","[0.000]"
"[-7.026,-52.434,53.821,-5.897]","[0.000]"
"[-7.064,14.580,53.816,0.977]","[0.000]"
"[-6.972,77.031,53.830,12.935]","[0.000]"
"[-6.760,135.658,53.862,19.842]","[0.000]"
"[-6.436,187.965,53.909,26.463]","[0.000]"
"[-6.015,233.696,53.967,31.511]","[0.000]"
"[-5.509,272.025,54.030,31.527]","[0.000]"
"[-4.935,301.811,54.096,34.202]","[0.000]"
"[-4.310,323.722,54.159,28.173]","[0.000]"
"[-3.650,336.179,54.216,29.181]","[0.000]"
"[-2.973,340.866,54.264,19.099]","[0.000]"
"[-2.296,336.360,54.303,19.755]","[0.000]"
"[-1.635,324.742,54.331,8.287]","[0.000]"
"[-1.005,305.248,54.349,9.783]","[0.000]"
"[-0.420,279.819,54.358,-0.557]","[0.000]"
"[0.108,248.575,54.360,2.107]","[0.000]"
"[0.570,213.002,54.356,-5.328]","[0.000]"
"[1.263,132.606,54.342,-5.415]","[0.000]"
"[1.486,90.119,54.335,-1.697]","[0.000]"
"[1.623,47.366,54.331,-2.330]","[0.000]"
"[1.676,5.574,54.328,-0.065]","[0.000]"
"[1.647,-34.443,54.330,1.745]","[0.000]"
"[1.541,-71.814,54.333,1.438]","[0.000]"
"[1.363,-105.661,54.340,4.728]","[0.000]"
"[1.122,-135.576,54.346,1.358]","[0.000]"
"[0.826,-160.719,54.352,5.352]","[0.000]"
"[0.484,-181.042,54.357,-0.760]","[0.000]"
"[0.107,-195.983,54.360,3.476]","[0.000]"
"[-0.295,-205.628,54.359,-4.544]","[0.000]"
"[-0.710,-209.947,54.354,-0.125]","[0.000]"
"[-1.129,-208.922,54.346,-8.274]","[0.000]"
"[-1.542,-203.203,54.334,-3.953]","[0.000]"
"[-1.938,-192.580,54.319,-10.748]","[0.000]"
"[-2.308,-178.264,54.301,-6.736]","[0.000]"
"[-2.647,-159.959,54.283,-10.981]","[0.000]"
"[-2.946,-139.120,54.265,-7.647]","[0.000]"
"[-3.201,-115.613,54.248,-8.730]","[0.000]"
"[-3.407,-90.713,54.233,-6.573]","[0.000]"
"[-3.563,-64.726,54.222,-4.522]","[0.000]"
"[-3.666,-38.362,54.213,-4.044]","[0.000]"
"[-3.717,-12.561,54.210,0.579]","[0.000]"
"[-3.717,12.759,54.209,-0.957]","[0.000]"
"[-3.668,36.011,54.214,5.352]","[0.000]"
"[-3.574,58.072,54.221,1.779]","[0.000]"
"[-3.439,76.889,54.232,8.786]","[0.000]"
"[-3.269,93.941,54.244,3.549]","[0.000]"
"[-3.068,107.026,54.258,10.336]","[0.000]"
"[-1.351,113.388,54.340,2.458]","[0.000]"
"[-1.135,102.947,54.346,2.825]","[0.000]"
"[-0.941,90.659,54.351,2.139]","[0.000]"
"[-0.774,76.746,54.353,0.429]","[0.000]"
"[-0.635,61.635,54.356,2.252]","[0.000]"
"[-0.528,45.824,54.357,-1.370]","[0.000]"
"[-0.453,29.567,54.358,2.619]","[0.000]"
"[-0.410,13.475,54.358,-2.564]","[0.000]"
"[-0.399,-2.312,54.358,2.927]","[0.000]"
"[-0.418,-17.174,54.358,-3.280]","[0.000]"
"[-0.467,-31.084,54.358,2.861]","[0.000]"
"[-0.541,-43.445,54.357,-3.665]","[0.000]"
"[-0.639,-54.374,54.355,2.231]","[0.000]"
"[-0.757,-63.310,54.354,-3.808]","[0.000]"
"[-0.891,-70.527,54.351,1.038]","[0.000]"
"[-1.037,-75.522,54.348,-3.717]","[0.000]"
"[-1.191,-78.689,54.344,-0.532]","[0.000]"
"[-1.350,-79.656,54.340,-3.333]","[0.000]"
"[-1.508,-78.826,54.335,-2.174]","[0.000]"
"[-1.663,-76.073,54.330,-2.598]","[0.000]"
"[-1.811,-71.653,54.324,-3.556]","[0.000]"
"[-1.949,-65.811,54.319,-1.510]","[0.000]"
"[-2.073,-58.501,54.313,-4.416]","[0.000]"
"[-2.182,-50.424,54.308,-0.163]","[0.000]"
"[-2.274,-41.136,54.303,-4.618]","[0.000]"
"[-2.347,-31.792,54.300,1.258]","[0.000]"
"[-2.400,-21.552,54.297,-4.170]","[0.000]"
"[-2.434,-11.919,54.295,2.516]","[0.000]"
"[-2.447,-1.764,54.295,-3.196]","[0.000]"
"[-2.442,7.258,54.295,3.380]","[0.000]"
"[-0.690,2313.160,54.355,38.219]","[0.000]"
"[3.788,2160.530,54.198,-187.048]","[0.000]"
"[7.898,1948.450,53.665,-337.523]","[0.000]"
"[11.538,1690.830,52.873,-444.698]","[0.000]"
"[14.638,1410.740,51.949,-470.330]","[0.000]"
"[17.161,1114.580,51.019,-450.899]","[0.000]"
"[19.095,821.775,50.191,-371.435]","[0.000]"
"[20.446,531.583,49.552,-262.940]","[0.000]"
"[21.230,254.266,49.157,-128.940]","[0.000]"
"[21.471,-13.059,49.038,10.027]","[0.000]"
"[21.191,-267.026,49.190,141.020]","[0.000]"
"[20.417,-507.447,49.588,254.953]","[0.000]"
"[19.178,-733.102,50.183,336.542]","[0.000]"
"[17.508,-938.108,50.912,388.787]","[0.000]"
"[15.450,-1121.290,51.702,397.314]","[0.000]"
"[13.056,-1272.290,52.482,378.331]","[0.000]"
"[10.393,-1391.160,53.181,317.925]","[0.000]"
"[7.533,-1467.420,53.746,245.384]","[0.000]"
"[4.561,-1504.020,54.137,144.307]","[0.000]"
"[1.560,-1495.430,54.334,53.459]","[0.000]"
"[-1.384,-1446.960,54.337,-49.766]","[0.000]"
"[-4.192,-1360.770,54.163,-121.533]","[0.000]"
"[-6.796,-1242.170,53.848,-189.935]","[0.000]"
"[-9.137,-1099.730,53.435,-219.694]","[0.000]"
"[-11.174,-936.778,52.975,-236.586]","[0.000]"
"[-12.874,-763.699,52.515,-220.065]","[0.000]"
"[-14.219,-582.306,52.103,-188.955]","[0.000]"
"[-15.201,-400.287,51.774,-138.714]","[0.000]"
"[-15.821,-219.743,51.555,-78.400]","[0.000]"
"[-16.084,-43.785,51.460,-16.239]","[0.000]"
"[-4.216,923.368,54.170,80.460]","[0.000]"
"[-2.391,901.348,54.299,49.465]","[0.000]"
"[-0.630,858.945,54.356,8.339]","[0.000]"
"[1.025,796.072,54.347,-16.637]","[0.000]"
"[2.538,716.816,54.287,-41.474]","[0.000]"
"[3.878,623.783,54.192,-52.406]","[0.000]"
"[5.022,520.436,54.081,-57.159]","[0.000]"
"[5.952,409.828,53.969,-54.061]","[0.000]"
"[6.658,295.551,53.872,-41.570]","[0.000]"
"[7.133,179.432,53.800,-29.759]","[0.000]"
"[7.378,65.863,53.762,-7.839]","[0.000]"
"[7.398,-45.229,53.760,4.848]","[0.000]"
"[7.205,-148.486,53.792,27.080]","[0.000]"
"[6.811,-245.609,53.853,33.557]","[0.000]"
"[6.234,-330.762,53.936,48.958]","[0.000]"
"[5.497,-406.515,54.031,45.401]","[0.000]"
"[4.623,-467.520,54.127,50.712]","[0.000]"
"[3.639,-516.421,54.216,37.630]","[0.000]"
"[2.573,-549.406,54.288,33.706]","[0.000]"
"[1.455,-568.669,54.337,15.363]","[0.000]"
"[0.314,-572.556,54.359,5.979]","[0.000]"
"[-0.822,-562.681,54.352,-12.160]","[0.000]"
"[-1.924,-539.461,54.318,-21.678]","[0.000]"
"[-2.968,-504.289,54.263,-33.163]","[0.000]"
"[-3.931,-458.657,54.190,-39.642]","[0.000]"
"[-4.794,-404.386,54.108,-41.319]","[0.000]"
"[-5.541,-342.815,54.023,-43.094]","[0.000]"
"[-6.161,-276.836,53.945,-34.960]","[0.000]"
"[-6.644,-206.559,53.877,-32.662]","[0.000]"
"[-6.987,-136.271,53.826,-17.512]","[0.000]"
"[0.616,-184.249,54.356,1.688]","[0.000]"
"[0.231,-200.586,54.359,1.252]","[0.000]"
"[-0.181,-211.428,54.360,-0.408]","[0.000]"
"[-0.609,-216.695,54.355,-4.086]","[0.000]"
"[-1.042,-216.637,54.348,-3.193]","[0.000]"
"[-1.470,-211.252,54.336,-9.137]","[0.000]"
"[-1.883,-201.360,54.321,-5.452]","[0.000]"
"[-2.271,-186.716,54.303,-12.454]","[0.000]"
"[-2.627,-168.899,54.285,-6.158]","[0.000]"
"[-2.943,-147.161,54.265,-13.071]","[0.000]"
"[-3.214,-123.846,54.247,-4.941]","[0.000]"
"[-3.436,-97.679,54.231,-10.887]","[0.000]"
"[-3.605,-71.513,54.218,-2.163]","[0.000]"
"[-3.720,-43.768,54.209,-6.595]","[0.000]"
"[-3.782,-17.363,54.204,1.291]","[0.000]"
"[-3.790,9.218,54.204,-1.368]","[0.000]"
"[-3.747,33.487,54.207,4.370]","[0.000]"
"[-3.657,56.527,54.215,3.559]","[0.000]"
"[-3.524,76.679,54.225,6.227]","[0.000]"
"[-3.353,94.358,54.238,7.248]","[0.000]"
"[-3.150,108.926,54.252,6.477]","[0.000]"
"[-2.921,120.104,54.268,9.252]","[0.000]"
"[-2.673,128.222,54.282,5.265]","[0.000]"
"[-2.413,132.480,54.297,9.621]","[0.000]"
"[-2.146,133.926,54.310,3.149]","[0.000]"
"[-1.881,131.534,54.322,8.761]","[0.000]"
"[-1.623,126.723,54.331,0.870]","[0.000]"
"[-1.378,118.542,54.339,7.204]","[0.000]"
"[-1.151,108.450,54.346,-0.913]","[0.000]"
"[-0.946,95.782,54.350,5.418]","[0.000]"
"[-2.117,46.840,54.311,-1.475]","[0.000]"
"[-2.021,49.108,54.315,5.678]","[0.000]"
"[-1.921,50.783,54.320,-1.166]","[0.000]"
"[-1.820,50.553,54.324,4.948]","[0.000]"
"[-1.720,49.679,54.328,-0.653]","[0.000]"
"[-1.623,47.211,54.331,3.653]","[0.000]"
"[-1.532,44.093,54.335,0.065]","[0.000]"
"[-1.448,39.818,54.337,2.020]","[0.000]"
"[-1.374,34.949,54.340,0.932]","[0.000]"
"[-1.309,29.422,54.341,0.282]","[0.000]"
"[-1.256,23.415,54.343,1.835]","[0.000]"
"[-1.216,17.255,54.344,-1.348]","[0.000]"
"[-1.188,10.772,54.345,2.621]","[0.000]"
"[-1.173,4.602,54.345,-2.697]","[0.000]"
"[-1.170,-1.713,54.345,3.137]","[0.000]"
"[-1.179,-7.321,54.345,-3.640]","[0.000]"
"[-1.199,-12.904,54.344,3.260]","[0.000]"
"[-1.230,-17.480,54.343,-4.102]","[0.000]"
"[-1.269,-21.885,54.342,2.933]","[0.000]"
"[-1.316,-25.098,54.341,-4.054]","[0.000]"
"[-1.370,-28.023,54.339,2.175]","[0.000]"
"[-1.427,-29.706,54.338,-3.518]","[0.000]"
"[-1.488,-31.008,54.336,1.080]","[0.000]"
"[-1.550,-31.158,54.334,-2.563]","[0.000]"
"[-1.612,-30.847,54.331,-0.198]","[0.000]"
"[-1.673,-29.609,54.330,-1.308]","[0.000]"
"[-1.731,-27.838,54.327,-1.481]","[0.000]"
"[-1.784,-25.476,54.325,0.094]","[0.000]"
"[-1.832,-22.520,54.323,-2.589]","[0.000]"
"[-1.874,-19.374,54.322,1.460]","[0.000]"
"[1.352,44.715,54.339,3.260]","[0.000]"
"[1.403,6.004,54.338,-4.424]","[0.000]"
"[1.379,-30.549,54.338,4.778]","[0.000]"
"[1.283,-65.162,54.342,-1.393]","[0.000]"
"[1.121,-96.199,54.346,4.974]","[0.000]"
"[0.901,-123.858,54.351,0.663]","[0.000]"
"[0.630,-147.041,54.355,3.065]","[0.000]"
"[0.317,-165.823,54.359,1.062]","[0.000]"
"[-0.028,-179.711,54.359,-0.793]","[0.000]"
"[-0.397,-188.730,54.359,-0.223]","[0.000]"
"[-0.778,-192.710,54.353,-5.566]","[0.000]"
"[-1.163,-192.106,54.345,-1.928]","[0.000]"
"[-1.542,-186.638,54.333,-9.889]","[0.000]"
"[-1.906,-177.452,54.320,-3.279]","[0.000]"
"[-2.248,-163.820,54.304,-12.482]","[0.000]"
"[-2.559,-147.772,54.288,-3.549]","[0.000]"
"[-2.835,-127.951,54.272,-12.613]","[0.000]"
"[-3.070,-107.184,54.257,-2.509]","[0.000]"
"[-3.261,-83.590,54.244,-10.278]","[0.000]"
"[-3.405,-60.420,54.233,-0.471]","[0.000]"
"[-3.501,-35.625,54.227,-6.121]","[0.000]"
"[-3.549,-12.332,54.222,1.884]","[0.000]"
"[-3.551,11.209,54.223,-1.164]","[0.000]"
"[-3.507,32.554,54.226,3.784]","[0.000]"
"[-3.422,52.741,54.233,3.526]","[0.000]"
"[-3.299,70.404,54.241,4.652]","[0.000]"
