epoch,train_MSE,val_MSE,val_MAE_recon,val_MAE_pred,val_MAE_lin
1,0.00657291617244482,0.0021386665757745504,0.10053486377000809,0.09810274839401245,0.01673167385160923
2,0.0018911659717559814,0.0019531133584678173,0.09852918982505798,0.10137227922677994,0.028664659708738327
3,0.0010791677050292492,0.0006289207376539707,0.055372171103954315,0.0889781266450882,0.04500986263155937
4,0.0005046880687586963,0.0004268353513907641,0.04738613963127136,0.0961267277598381,0.047389689832925797
5,0.00033950479701161385,0.000211918173590675,0.03236761689186096,0.08830001950263977,0.047127917408943176
6,9.977490844903514e-05,5.059519753558561e-05,0.015467793680727482,0.08905038237571716,0.04809503257274628
7,3.2208503398578614e-05,1.857893221313134e-05,0.00916806235909462,0.0878458023071289,0.048708707094192505
8,1.6904852600418963e-05,1.0680284503905568e-05,0.007356954272836447,0.08811415731906891,0.04893728718161583
9,1.1789541531470604e-05,6.699801360809943e-06,0.005913742817938328,0.08819565176963806,0.04915570467710495
10,6.83614234731067e-06,7.0803516791784205e-06,0.006374530028551817,0.088643379509449,0.04891125485301018
11,7.428415756294271e-06,4.068567704962334e-06,0.004595363046973944,0.08894224464893341,0.04894956573843956
12,5.4641614042338915e-06,4.728379281004891e-06,0.0048331404104828835,0.08845613896846771,0.04881985858082771
13,5.244208296062425e-06,1.0002773706219159e-05,0.007861936464905739,0.08881062269210815,0.04869214445352554
14,5.028666691941908e-06,6.346198460960295e-06,0.006448410451412201,0.08860760182142258,0.048705440014600754
15,5.756630798714468e-06,9.974916792998556e-06,0.007420615293085575,0.08870154619216919,0.04889446496963501
16,3.859145635942696e-06,2.7708538254955783e-06,0.004139873664826155,0.08864288032054901,0.04896869137883186
17,5.389888428908307e-06,4.144466402067337e-06,0.004885687027126551,0.08808405697345734,0.048969242721796036
18,6.269500318012433e-06,4.842942416871665e-06,0.005650673992931843,0.08876249194145203,0.04905898869037628
19,5.400389454734977e-06,4.945357886754209e-06,0.0054418835788965225,0.08842182159423828,0.0492045022547245
20,4.619075752998469e-06,3.0210380828066263e-06,0.004240620415657759,0.08854271471500397,0.04964885115623474
21,6.265429874474648e-06,5.529987902264111e-06,0.005858933553099632,0.08800427615642548,0.04952728748321533
22,4.038121460325783e-06,3.177731741743628e-06,0.004529805853962898,0.08920285850763321,0.04933544993400574
23,5.194987352297176e-06,7.775816811772529e-06,0.007327239960432053,0.08981434255838394,0.049270957708358765
24,4.589146101352526e-06,3.8985904211585876e-06,0.0048364694230258465,0.08933763951063156,0.04979359358549118
25,3.2948880743788322e-06,3.4210165722470265e-06,0.004872974008321762,0.08828570693731308,0.04951031506061554
26,6.0163988564454485e-06,3.4597130706970347e-06,0.004873540252447128,0.08817367255687714,0.04964124783873558
27,5.241528924671002e-06,1.3740483154833782e-05,0.009997706860303879,0.09013505280017853,0.04964054748415947
28,1.1633091162366327e-05,3.8459329516626894e-06,0.005027433391660452,0.08899354934692383,0.05036178603768349
29,1.8993085859619896e-06,2.5306417228421196e-06,0.004258728586137295,0.08835485577583313,0.04994948208332062
30,0.0041902638040483,0.0032294290140271187,0.08793547749519348,0.08681362867355347,0.009127136319875717
31,0.0014631958911195397,0.0005412896280176938,0.03361394256353378,0.033545590937137604,0.003887087106704712
32,0.00015339443052653223,4.864874426857568e-05,0.008060777559876442,0.008517944253981113,0.001715114340186119
33,2.9241389711387455e-05,2.0501611288636923e-05,0.005750712007284164,0.006719449069350958,0.0010345998452976346
34,2.0188555936329067e-05,2.73490441031754e-05,0.008355794474482536,0.009109320119023323,0.0009621550561860204
35,1.7604825188755058e-05,1.4966428352636285e-05,0.005603351630270481,0.006470124702900648,0.0008386436384171247
36,1.2257080925337505e-05,1.5300127415684983e-05,0.006010873708873987,0.006309910211712122,0.0008292618440464139
37,9.093682820093818e-06,9.747112926561385e-06,0.004194817040115595,0.005050901789218187,0.0007136491476558149
38,1.3752583981840871e-05,1.126768984249793e-05,0.004965375177562237,0.005220336373895407,0.0007659959373995662
39,1.5466213881154545e-05,1.1088403880421538e-05,0.004962490871548653,0.005261121783405542,0.0007241787388920784
40,6.697065145999659e-06,9.669316568761133e-06,0.004624743014574051,0.004838036838918924,0.0007166523137129843
41,7.3924461503338534e-06,6.749567546648905e-06,0.0034267096780240536,0.004377732519060373,0.000584775407332927
42,7.6060973697167356e-06,6.675169061054476e-06,0.003581710159778595,0.004450560547411442,0.0005597828421741724
43,1.4396686310647056e-05,6.666239187325118e-06,0.003610367886722088,0.003975229803472757,0.0006006679031997919
44,1.0298794222762808e-05,6.03719126957003e-06,0.0032690931111574173,0.004189012572169304,0.0005470823962241411
45,6.9057355176482815e-06,1.8674007151275873e-05,0.007208235561847687,0.00724799232557416,0.0008226974750868976
46,8.579369023209438e-06,1.1884536434081383e-05,0.005576533265411854,0.005701261572539806,0.0007108929567039013
47,9.845710337685887e-06,1.1058442396461032e-05,0.005343147553503513,0.005559082143008709,0.0006966475630179048
48,1.0005931471823715e-05,1.1145119060529396e-05,0.005235717631876469,0.005587405059486628,0.0006886845221742988
