epoch,train_MSE,val_MSE
1,0.008169238455593586,0.007324769161641598
2,0.00528008583933115,0.00407226849347353
3,0.002976382849738002,0.0003845014434773475
4,0.0002561416768003255,8.612595411250368e-05
5,5.4788928537163883e-05,3.1263822165783495e-05
6,2.158552706532646e-05,1.4950695913285017e-05
7,1.15204757094034e-05,9.081004463951103e-06
8,7.4143472374998964e-06,6.260856480366783e-06
9,4.9477957873023115e-06,4.080689905094914e-06
10,3.365867314641946e-06,2.926323077190318e-06
11,2.5059457584575284e-06,2.2329402327159187e-06
12,1.9813255676126573e-06,1.8187679415859748e-06
13,1.632738644730125e-06,1.5385783171950607e-06
14,1.4023128187545808e-06,1.3722210496780463e-06
15,1.234485580425826e-06,1.2430706419763737e-06
16,1.0677102864065091e-06,1.214574467667262e-06
17,9.619193406251725e-07,1.1582568504309165e-06
18,8.881719395503751e-07,9.336131370218936e-07
19,8.191629490283958e-07,7.691129439990618e-07
20,7.39471715860418e-07,7.693134875808028e-07
21,6.733188229191001e-07,6.723864771629451e-07
22,6.662061196038849e-07,5.841037022946693e-07
23,6.843455935268139e-07,5.079691050013935e-07
24,6.934004659342463e-07,5.705414309886692e-07
25,6.488829740192159e-07,6.542537676068605e-07
26,5.74427247101994e-07,6.173530664455029e-07
27,5.073416673440079e-07,4.645244189305231e-07
28,4.828099804399244e-07,4.5342352450461476e-07
29,4.447107357918867e-07,3.9997416934056673e-07
30,3.8365186583178e-07,2.9095539844092855e-07
31,4.0770444797999517e-07,2.516134998131747e-07
32,4.954179075866705e-07,2.777202325887629e-07
33,5.192200660530943e-07,3.3946730582101736e-07
34,4.887197064817883e-07,3.7118780937817064e-07
35,4.552023824544449e-07,3.828595254162792e-07
36,4.216960292069416e-07,4.514335500971356e-07
37,3.814344040620199e-07,5.553087021326064e-07
38,3.265414818542922e-07,5.355401526685455e-07
39,3.115557660748891e-07,4.181779900136462e-07
40,4.1396768324375444e-07,4.4858572323391854e-07
41,3.989541994542378e-07,4.5248879132486763e-07
42,3.7205961689323885e-07,3.7458545421031886e-07
43,4.0022339931056194e-07,3.5874347759090597e-07
