epoch,train_MSE,val_MSE,val_MAE_recon,val_MAE_pred,val_MAE_lin
1,0.0049289376474916935,0.0002094228402711451,0.11521089822053909,0.2509682774543762,0.3732863664627075
2,0.00012186854291940108,3.926326462533325e-05,0.047921072691679,0.23671486973762512,0.3874359130859375
3,1.702693771221675e-05,5.742356279370142e-06,0.016150396317243576,0.22545966506004333,0.3936200439929962
4,3.120675501122605e-06,1.7120065649578464e-06,0.009961007162928581,0.2249029129743576,0.39437800645828247
5,9.983596100937575e-07,8.719969173398567e-07,0.007339422591030598,0.22494813799858093,0.39514750242233276
6,5.397370159698767e-07,5.041547410655767e-07,0.005494771059602499,0.22448793053627014,0.39574652910232544
7,3.821130860615085e-07,3.749117638562893e-07,0.00465090898796916,0.22481076419353485,0.3963679373264313
8,3.019197549747332e-07,3.0066360068303766e-07,0.004127022810280323,0.22501054406166077,0.396976113319397
9,2.5135750547633506e-07,2.766603870441031e-07,0.00400165282189846,0.22486913204193115,0.3974113166332245
10,2.1677659844954178e-07,2.6943570219373214e-07,0.004001302178949118,0.225082129240036,0.3978812098503113
11,1.8575127569420147e-07,2.407660417702573e-07,0.0037943930365145206,0.22534437477588654,0.39824581146240234
12,1.6472171182613238e-07,2.5042598394975357e-07,0.0038992478512227535,0.22567488253116608,0.39855825901031494
13,1.5068722802880075e-07,2.0848696635766828e-07,0.003561645746231079,0.22563520073890686,0.39885246753692627
14,1.4629731026616355e-07,2.1176677478251804e-07,0.0036356712225824594,0.2258603274822235,0.3991008996963501
15,1.4505988588098262e-07,1.6560095161821664e-07,0.0031415976118296385,0.22557789087295532,0.3993227183818817
16,1.245995804310951e-07,1.619248166662146e-07,0.003165049944072962,0.22533933818340302,0.3994941711425781
17,1.263369142634474e-07,2.0506689679677947e-07,0.003720891894772649,0.22520124912261963,0.39969927072525024
18,1.2750618338941422e-07,1.6728237994811934e-07,0.0032565551809966564,0.22555048763751984,0.4000086188316345
19,1.1132915034295365e-07,1.2729651643894613e-07,0.0028192424215376377,0.22534328699111938,0.4000593423843384
20,1.5879840020716074e-07,1.5538803381787147e-06,0.010874159634113312,0.2276935577392578,0.4004768133163452
21,2.297352921232232e-06,3.740783540706616e-07,0.004731200635433197,0.22612623870372772,0.3983440399169922
22,2.0662632493895217e-07,2.0085505525457847e-07,0.003623688593506813,0.22509454190731049,0.3982321619987488
23,6.356964945553045e-07,2.9278792226250516e-06,0.013519179075956345,0.22351983189582825,0.3977658748626709
24,2.408631871730904e-06,2.605083011530951e-07,0.004241309128701687,0.224870502948761,0.394690603017807
25,3.8621382714154606e-07,3.755198463295528e-07,0.004758327268064022,0.2272357940673828,0.39449769258499146
26,1.7329584807157516e-06,3.8264624890871346e-07,0.005216424819082022,0.22517380118370056,0.3934672474861145
27,3.25344188922827e-07,5.443647523861728e-07,0.00552852638065815,0.22700244188308716,0.3939833641052246
28,1.4891974160491372e-06,1.7399031548848143e-06,0.010480284690856934,0.22754698991775513,0.39368897676467896
29,6.996387469371257e-07,1.2412849628162803e-06,0.009370808489620686,0.22576263546943665,0.3927415907382965
30,0.017351577058434486,0.0007020129123702645,0.10077108442783356,0.11404729634523392,0.01219929475337267
