state,input
"[-19.891,-2.660,48.854,-1.743]","[3.206]"
"[-19.877,-1.758,48.856,-0.469]","[3.204]"
"[-19.861,-1.400,48.863,0.580]","[3.202]"
"[-19.855,-1.473,48.870,1.518]","[3.201]"
"[-19.867,-1.846,48.875,2.419]","[3.199]"
"[-19.890,-2.324,48.881,3.198]","[3.198]"
"[-19.917,-2.698,48.890,3.731]","[3.196]"
"[-19.939,-2.759,48.906,3.893]","[3.194]"
"[-19.950,-2.372,48.931,3.601]","[3.193]"
"[-19.951,-1.704,48.959,2.949]","[3.192]"
"[-19.947,-0.993,48.982,2.073]","[3.191]"
"[-19.943,-0.482,48.994,1.107]","[3.189]"
"[-19.943,-0.346,48.990,0.175]","[3.188]"
"[-18.675,230.727,49.598,93.169]","[3.172]"
"[-17.623,264.777,50.026,102.127]","[3.041]"
"[-16.416,291.464,50.489,107.643]","[2.849]"
"[-15.081,308.284,50.974,109.034]","[2.739]"
"[-13.676,315.292,51.460,106.598]","[2.524]"
"[-12.267,313.180,51.925,100.879]","[2.420]"
"[-10.920,302.643,52.346,92.420]","[2.198]"
"[-9.691,284.838,52.708,81.829]","[2.087]"
"[-8.586,262.783,53.009,69.976]","[1.881]"
"[-7.601,239.960,53.254,57.793]","[1.672]"
"[-6.731,219.848,53.447,46.214]","[1.590]"
"[-5.966,205.300,53.593,36.009]","[1.390]"
"[-5.267,196.645,53.699,27.292]","[1.187]"
"[-4.588,193.580,53.774,20.017]","[1.090]"
"[-3.885,195.804,53.825,14.134]","[0.884]"
"[-3.121,202.665,53.860,9.536]","[0.783]"
"[-2.293,212.114,53.882,5.880]","[0.582]"
"[-1.406,221.752,53.894,2.761]","[0.379]"
"[-0.466,229.179,53.899,-0.223]","[0.277]"
"[0.519,232.399,53.898,-3.378]","[0.074]"
"[1.521,231.032,53.887,-6.613]","[-0.026]"
"[2.508,225.102,53.862,-9.740]","[-0.232]"
"[3.449,214.634,53.818,-12.571]","[-0.429]"
"[4.315,199.855,53.752,-14.930]","[-0.526]"
"[5.100,181.812,53.671,-16.682]","[-0.729]"
"[5.797,161.756,53.583,-17.704]","[-0.933]"
"[6.403,140.938,53.497,-17.875]","[-1.035]"
"[6.915,120.462,53.420,-17.130]","[-1.239]"
"[7.339,100.847,53.353,-15.638]","[-1.335]"
"[7.684,82.465,53.296,-13.629]","[-1.495]"
"[-25.767,-1.451,45.296,-0.606]","[4.284]"
"[-25.773,-1.482,45.293,-0.786]","[4.282]"
"[-25.779,-1.515,45.288,-0.920]","[4.282]"
"[-25.785,-1.539,45.283,-1.002]","[4.280]"
"[-25.791,-1.541,45.278,-1.032]","[4.278]"
"[-25.797,-1.509,45.273,-1.009]","[4.277]"
"[-25.804,-1.436,45.269,-0.936]","[4.275]"
"[-25.810,-1.345,45.265,-0.828]","[4.275]"
"[-25.816,-1.265,45.263,-0.701]","[4.273]"
"[-25.821,-1.223,45.260,-0.571]","[4.272]"
"[-25.825,-1.243,45.258,-0.457]","[4.270]"
"[-25.828,-1.320,45.257,-0.375]","[4.268]"
"[-25.831,-1.442,45.256,-0.342]","[4.267]"
"[-25.837,-1.598,45.255,-0.375]","[4.265]"
"[-25.844,-1.774,45.254,-0.485]","[4.264]"
"[-25.853,-1.943,45.253,-0.658]","[4.263]"
"[-25.862,-2.079,45.252,-0.875]","[4.262]"
"[-25.872,-2.152,45.248,-1.116]","[4.262]"
"[-25.881,-2.141,45.243,-1.356]","[4.261]"
"[-25.890,-2.051,45.236,-1.548]","[4.260]"
"[-25.898,-1.896,45.228,-1.640]","[4.260]"
"[-25.905,-1.688,45.219,-1.580]","[4.258]"
"[-25.912,-1.447,45.211,-1.353]","[4.258]"
"[-25.918,-1.235,45.204,-1.086]","[4.256]"
"[-25.923,-1.120,45.199,-0.946]","[4.255]"
"[-25.926,-1.170,45.198,-1.098]","[4.254]"
"[-25.928,-1.442,45.200,-1.656]","[4.253]"
"[-25.929,-1.943,45.201,-2.524]","[4.252]"
"[-25.934,-2.670,45.197,-3.556]","[4.251]"
"[-25.943,-3.616,45.184,-4.607]","[4.249]"
"[-17.110,-2.393,50.218,-0.966]","[2.747]"
"[-17.068,-1.446,50.233,-0.857]","[2.736]"
"[-17.086,-2.236,50.214,-0.910]","[2.732]"
"[-17.147,-3.951,50.174,-0.923]","[2.727]"
"[-17.222,-5.724,50.133,-0.731]","[2.725]"
"[-17.284,-6.688,50.111,-0.170]","[2.724]"
"[-17.309,-6.235,50.121,0.838]","[2.723]"
"[-17.307,-4.804,50.154,2.016]","[2.722]"
"[-17.293,-3.094,50.195,3.001]","[2.721]"
"[-17.282,-1.804,50.227,3.429]","[2.720]"
"[-17.285,-1.440,50.241,3.058]","[2.720]"
"[-17.300,-1.745,50.239,2.141]","[2.719]"
"[-17.321,-2.272,50.229,1.051]","[2.719]"
"[-17.341,-2.571,50.221,0.161]","[2.717]"
"[-17.355,-2.316,50.219,-0.248]","[2.716]"
"[-17.363,-1.660,50.223,-0.266]","[2.716]"
"[-17.366,-0.880,50.228,-0.077]","[2.714]"
"[-17.364,-0.250,50.233,0.134]","[2.714]"
"[-17.359,0.020,50.233,0.222]","[2.712]"
"[-17.354,-0.008,50.230,0.198]","[2.711]"
"[-17.350,-0.206,50.227,0.111]","[2.710]"
"[-17.349,-0.446,50.225,0.009]","[2.709]"
"[-17.355,-0.625,50.226,-0.070]","[2.709]"
"[-17.363,-0.730,50.229,-0.134]","[2.707]"
"[-17.372,-0.777,50.232,-0.203]","[2.706]"
"[-17.378,-0.777,50.233,-0.295]","[2.706]"
"[-17.379,-0.746,50.230,-0.421]","[2.705]"
"[-17.377,-0.708,50.226,-0.556]","[2.704]"
"[-17.374,-0.689,50.220,-0.665]","[2.704]"
"[-17.374,-0.714,50.216,-0.714]","[2.703]"
"[-17.394,-1.025,50.211,-0.490]","[2.701]"
"[-17.401,-1.089,50.210,-0.411]","[2.700]"
"[-17.405,-1.081,50.209,-0.384]","[2.700]"
"[-17.406,-1.018,50.207,-0.396]","[2.700]"
"[-17.407,-0.934,50.205,-0.425]","[2.699]"
"[-17.409,-0.857,50.203,-0.446]","[2.698]"
"[-17.413,-0.815,50.201,-0.442]","[2.697]"
"[-17.419,-0.817,50.199,-0.410]","[2.697]"
"[-17.424,-0.865,50.197,-0.357]","[2.696]"
"[-17.429,-0.964,50.196,-0.286]","[2.695]"
"[-17.431,-1.112,50.195,-0.199]","[2.695]"
"[-17.432,-1.280,50.194,-0.095]","[2.695]"
"[-17.435,-1.436,50.193,0.032]","[2.694]"
"[-17.440,-1.545,50.193,0.188]","[2.694]"
"[-17.449,-1.579,50.194,0.368]","[2.693]"
"[-17.460,-1.535,50.196,0.546]","[2.693]"
"[-17.470,-1.413,50.198,0.685]","[2.692]"
"[-17.478,-1.214,50.202,0.750]","[2.691]"
"[-17.481,-0.948,50.206,0.721]","[2.691]"
"[-17.482,-0.651,50.211,0.639]","[2.690]"
"[-17.480,-0.368,50.215,0.562]","[2.690]"
"[-17.479,-0.143,50.217,0.545]","[2.689]"
"[-17.479,-0.017,50.217,0.608]","[2.689]"
"[-17.481,-0.018,50.216,0.624]","[2.689]"
"[-17.482,-0.168,50.216,0.429]","[2.688]"
"[-17.483,-0.491,50.219,-0.143]","[2.688]"
"[-17.482,-1.014,50.226,-1.194]","[2.687]"
"[-17.482,-1.783,50.231,-2.581]","[2.687]"
"[-17.485,-2.848,50.229,-4.102]","[2.687]"
"[-17.495,-4.259,50.213,-5.554]","[2.686]"
"[15.049,-58.866,51.205,22.777]","[-2.453]"
"[14.835,-44.502,51.293,18.636]","[-2.444]"
"[14.700,-29.628,51.359,14.204]","[-2.442]"
"[14.634,-15.688,51.404,9.875]","[-2.443]"
"[14.631,-4.125,51.428,6.045]","[-2.452]"
"[14.678,3.934,51.434,3.028]","[-2.456]"
"[14.756,8.627,51.427,0.825]","[-2.458]"
"[14.843,10.405,51.413,-0.643]","[-2.461]"
"[14.917,9.723,51.399,-1.455]","[-2.462]"
"[14.961,7.119,51.390,-1.706]","[-2.464]"
"[14.976,3.476,51.385,-1.555]","[-2.464]"
"[14.967,-0.237,51.383,-1.178]","[-2.465]"
"[14.942,-3.054,51.382,-0.750]","[-2.465]"
"[14.905,-4.247,51.380,-0.417]","[-2.466]"
"[14.867,-4.064,51.377,-0.203]","[-2.466]"
"[14.835,-2.997,51.375,-0.099]","[-2.466]"
"[14.819,-1.536,51.375,-0.098]","[-2.467]"
"[14.825,-0.115,51.376,-0.187]","[-2.467]"
"[14.846,1.050,51.379,-0.325]","[-2.467]"
"[14.871,1.802,51.380,-0.463]","[-2.467]"
"[14.893,1.982,51.379,-0.554]","[-2.468]"
"[14.902,1.510,51.374,-0.561]","[-2.468]"
"[14.901,0.622,51.367,-0.492]","[-2.469]"
"[14.893,-0.367,51.360,-0.367]","[-2.469]"
"[14.883,-1.143,51.357,-0.205]","[-2.469]"
"[14.873,-1.466,51.358,-0.029]","[-2.470]"
"[14.865,-1.398,51.363,0.126]","[-2.470]"
"[14.860,-1.078,51.368,0.223]","[-2.470]"
"[14.856,-0.643,51.372,0.223]","[-2.471]"
"[14.855,-0.214,51.373,0.107]","[-2.471]"
"[2.745,189.749,53.816,-19.511]","[-0.348]"
"[3.541,202.849,53.727,-25.049]","[-0.555]"
"[4.396,215.688,53.617,-30.920]","[-0.661]"
"[5.304,226.837,53.485,-37.006]","[-0.870]"
"[6.256,235.607,53.330,-42.993]","[-0.972]"
"[7.241,241.488,53.149,-48.512]","[-1.176]"
"[8.250,243.973,52.939,-53.196]","[-1.377]"
"[9.271,242.901,52.699,-56.849]","[-1.486]"
"[10.284,239.505,52.441,-59.947]","[-1.690]"
"[11.268,235.362,52.175,-63.139]","[-1.796]"
"[12.203,232.054,51.915,-67.071]","[-1.999]"
"[13.077,230.824,51.666,-72.236]","[-2.203]"
"[13.920,231.582,51.412,-78.497]","[-2.306]"
"[14.773,233.902,51.128,-85.564]","[-2.515]"
"[15.676,237.357,50.792,-93.143]","[-2.618]"
"[16.657,241.293,50.388,-100.817]","[-2.824]"
"[17.695,244.141,49.929,-107.659]","[-2.926]"
"[18.753,244.104,49.437,-112.619]","[-3.138]"
"[19.798,239.384,48.934,-114.643]","[-3.340]"
"[20.798,228.593,48.440,-112.915]","[-3.445]"
"[21.732,211.983,47.967,-107.559]","[-3.660]"
"[22.584,190.214,47.525,-98.938]","[-3.766]"
"[23.336,163.946,47.124,-87.411]","[-3.970]"
"[23.972,134.122,46.774,-73.484]","[-4.075]"
"[24.478,102.806,46.487,-58.248]","[-4.277]"
"[24.840,72.343,46.271,-42.937]","[-4.448]"
"[25.045,45.080,46.137,-28.786]","[-4.559]"
"[25.090,22.973,46.089,-16.857]","[-4.610]"
"[25.022,6.415,46.103,-7.520]","[-4.653]"
"[24.899,-4.589,46.151,-0.973]","[-4.662]"
"[-20.659,-61.759,48.628,-23.446]","[3.416]"
"[-20.819,-39.813,48.569,-14.538]","[3.433]"
"[-20.874,-21.024,48.545,-7.273]","[3.448]"
"[-20.854,-6.281,48.550,-2.007]","[3.445]"
"[-20.790,3.527,48.575,0.902]","[3.443]"
"[-20.710,7.910,48.612,1.300]","[3.436]"
"[-20.631,7.976,48.647,-0.153]","[3.426]"
"[-20.572,5.233,48.666,-2.594]","[3.422]"
"[-20.546,1.188,48.657,-5.161]","[3.415]"
"[-20.566,-2.834,48.610,-7.125]","[3.412]"
"[-20.619,-6.232,48.541,-8.301]","[3.409]"
"[-20.687,-8.584,48.467,-8.639]","[3.406]"
"[-20.752,-9.473,48.410,-8.089]","[3.404]"
"[-20.800,-8.674,48.384,-6.677]","[3.401]"
"[-20.831,-6.745,48.381,-4.725]","[3.400]"
"[-20.846,-4.442,48.390,-2.635]","[3.398]"
"[-20.849,-2.518,48.398,-0.804]","[3.395]"
"[-20.844,-1.551,48.397,0.459]","[3.393]"
"[-20.835,-1.404,48.389,1.206]","[3.390]"
"[-20.829,-1.766,48.383,1.583]","[3.389]"
"[-20.833,-2.321,48.385,1.732]","[3.386]"
"[-20.850,-2.801,48.399,1.770]","[3.384]"
"[-20.876,-3.102,48.420,1.695]","[3.381]"
"[-20.903,-3.168,48.440,1.478]","[3.378]"
"[-20.924,-2.938,48.453,1.089]","[3.376]"
"[-20.933,-2.396,48.453,0.527]","[3.372]"
"[-20.934,-1.698,48.444,-0.102]","[3.370]"
"[-20.930,-1.039,48.430,-0.665]","[3.368]"
"[-20.927,-0.616,48.419,-1.027]","[3.365]"
"[-20.927,-0.568,48.415,-1.098]","[3.364]"
"[17.004,69.044,50.538,-24.775]","[-2.868]"
"[17.173,44.804,50.460,-18.616]","[-3.025]"
"[17.250,25.850,50.407,-13.256]","[-3.090]"
"[17.259,12.029,50.373,-8.792]","[-3.165]"
"[17.227,2.847,50.357,-5.264]","[-3.179]"
"[17.178,-2.188,50.352,-2.714]","[-3.175]"
"[17.136,-3.663,50.355,-1.142]","[-3.161]"
"[17.107,-2.553,50.363,-0.379]","[-3.156]"
"[17.095,0.075,50.370,-0.217]","[-3.144]"
"[17.103,3.152,50.373,-0.446]","[-3.136]"
"[17.132,5.773,50.370,-0.874]","[-3.133]"
"[17.177,7.693,50.361,-1.368]","[-3.129]"
"[17.229,8.828,50.350,-1.814]","[-3.127]"
"[17.279,9.098,50.338,-2.098]","[-3.126]"
"[17.321,8.494,50.327,-2.136]","[-3.124]"
"[17.353,7.306,50.319,-1.971]","[-3.124]"
"[17.377,5.895,50.312,-1.678]","[-3.123]"
"[17.394,4.625,50.306,-1.330]","[-3.123]"
"[17.404,3.782,50.302,-0.997]","[-3.122]"
"[17.411,3.346,50.298,-0.716]","[-3.121]"
"[17.418,3.218,50.296,-0.519]","[-3.121]"
"[17.427,3.304,50.295,-0.438]","[-3.120]"
"[17.442,3.509,50.295,-0.490]","[-3.120]"
"[17.460,3.762,50.296,-0.643]","[-3.119]"
"[17.480,3.996,50.295,-0.849]","[-3.118]"
"[17.500,4.143,50.292,-1.062]","[-3.118]"
"[17.517,4.159,50.286,-1.244]","[-3.117]"
"[17.532,4.088,50.278,-1.385]","[-3.117]"
"[17.546,3.998,50.269,-1.485]","[-3.116]"
"[17.560,3.955,50.261,-1.545]","[-3.115]"
"[8.429,1.911,53.172,-0.590]","[-1.596]"
"[8.437,1.938,53.168,-0.723]","[-1.595]"
"[8.445,1.945,53.164,-0.770]","[-1.594]"
"[8.453,1.939,53.160,-0.744]","[-1.593]"
"[8.462,1.928,53.157,-0.670]","[-1.591]"
"[8.469,1.920,53.154,-0.571]","[-1.590]"
"[8.477,1.921,53.152,-0.471]","[-1.589]"
"[8.484,1.928,53.151,-0.383]","[-1.587]"
"[8.491,1.933,53.151,-0.320]","[-1.586]"
"[8.498,1.929,53.150,-0.295]","[-1.585]"
"[8.506,1.908,53.149,-0.314]","[-1.583]"
"[8.515,1.868,53.148,-0.364]","[-1.583]"
"[8.523,1.807,53.147,-0.429]","[-1.581]"
"[8.531,1.723,53.145,-0.491]","[-1.581]"
"[8.538,1.615,53.142,-0.533]","[-1.579]"
"[8.543,1.486,53.140,-0.544]","[-1.579]"
"[8.548,1.342,53.137,-0.516]","[-1.578]"
"[8.553,1.188,53.134,-0.438]","[-1.576]"
"[8.558,1.029,53.132,-0.306]","[-1.574]"
"[8.562,0.877,53.131,-0.145]","[-1.573]"
"[8.566,0.742,53.130,0.017]","[-1.572]"
"[8.569,0.634,53.131,0.152]","[-1.571]"
"[8.571,0.564,53.133,0.235]","[-1.570]"
"[8.571,0.542,53.135,0.262]","[-1.568]"
"[8.572,0.577,53.137,0.234]","[-1.566]"
"[8.573,0.679,53.139,0.152]","[-1.565]"
"[8.576,0.849,53.140,0.021]","[-1.564]"
"[8.580,1.056,53.139,-0.138]","[-1.563]"
"[8.585,1.262,53.138,-0.299]","[-1.562]"
"[8.591,1.429,53.136,-0.438]","[-1.561]"
"[-18.039,-0.734,49.936,0.402]","[2.846]"
"[-18.043,-0.778,49.937,0.396]","[2.845]"
"[-18.046,-0.816,49.938,0.340]","[2.844]"
"[-18.050,-0.839,49.940,0.223]","[2.844]"
"[-18.054,-0.839,49.942,0.042]","[2.843]"
"[-18.057,-0.823,49.943,-0.186]","[2.842]"
"[-18.060,-0.799,49.943,-0.440]","[2.842]"
"[-18.063,-0.777,49.942,-0.696]","[2.841]"
"[-18.066,-0.763,49.937,-0.931]","[2.841]"
"[-18.069,-0.749,49.931,-1.109]","[2.840]"
"[-18.072,-0.725,49.924,-1.192]","[2.839]"
"[-18.075,-0.679,49.917,-1.143]","[2.839]"
"[-18.078,-0.603,49.912,-0.937]","[2.838]"
"[-18.081,-0.505,49.908,-0.610]","[2.838]"
"[-18.084,-0.396,49.905,-0.210]","[2.837]"
"[-18.085,-0.286,49.905,0.214]","[2.837]"
"[-18.086,-0.185,49.907,0.617]","[2.836]"
"[-18.085,-0.101,49.912,0.966]","[2.835]"
"[-18.085,-0.037,49.918,1.234]","[2.835]"
"[-18.084,0.000,49.924,1.393]","[2.834]"
"[-18.084,0.007,49.931,1.422]","[2.834]"
"[-18.084,-0.012,49.938,1.336]","[2.833]"
"[-18.085,-0.052,49.945,1.158]","[2.833]"
"[-18.085,-0.107,49.950,0.911]","[2.833]"
"[-18.085,-0.174,49.953,0.618]","[2.832]"
"[-18.086,-0.261,49.954,0.308]","[2.831]"
"[-18.086,-0.381,49.955,0.009]","[2.831]"
"[-18.087,-0.545,49.953,-0.250]","[2.830]"
"[-18.089,-0.749,49.951,-0.443]","[2.830]"
"[-18.093,-0.933,49.948,-0.545]","[2.829]"
"[14.869,-0.226,51.358,0.020]","[-2.476]"
"[14.869,-0.179,51.358,0.027]","[-2.476]"
"[14.868,-0.128,51.358,0.019]","[-2.476]"
"[14.867,-0.074,51.359,0.001]","[-2.477]"
"[14.866,-0.017,51.359,-0.022]","[-2.477]"
"[14.866,0.045,51.359,-0.045]","[-2.477]"
"[14.866,0.110,51.359,-0.062]","[-2.477]"
"[14.867,0.171,51.358,-0.071]","[-2.478]"
"[14.869,0.218,51.357,-0.072]","[-2.478]"
"[14.870,0.241,51.357,-0.062]","[-2.479]"
"[14.871,0.235,51.356,-0.043]","[-2.479]"
"[14.872,0.209,51.357,-0.022]","[-2.479]"
"[14.873,0.176,51.357,-0.011]","[-2.479]"
"[14.873,0.152,51.357,-0.018]","[-2.480]"
"[14.874,0.142,51.358,-0.050]","[-2.480]"
"[14.874,0.126,51.357,-0.092]","[-2.480]"
"[14.874,0.079,51.357,-0.126]","[-2.480]"
"[14.875,-0.027,51.356,-0.134]","[-2.481]"
"[14.876,-0.198,51.355,-0.103]","[-2.481]"
"[14.876,-0.366,51.354,-0.054]","[-2.481]"
"[14.875,-0.442,51.353,-0.010]","[-2.481]"
"[14.873,-0.339,51.353,0.000]","[-2.481]"
"[14.867,-0.012,51.354,-0.034]","[-2.481]"
"[14.862,0.410,51.356,-0.064]","[-2.481]"
"[14.860,0.754,51.357,-0.029]","[-2.481]"
"[14.864,0.848,51.356,0.134]","[-2.482]"
"[14.875,0.640,51.354,0.437]","[-2.482]"
"[14.889,0.557,51.352,0.691]","[-2.482]"
"[14.900,1.149,51.352,0.657]","[-2.482]"
"[14.900,2.964,51.357,0.098]","[-2.483]"
"[5.654,-19.674,53.657,2.248]","[-0.867]"
"[5.540,-20.051,53.670,3.139]","[-0.868]"
"[5.437,-18.039,53.686,3.690]","[-0.869]"
"[5.358,-14.580,53.705,3.830]","[-0.869]"
"[5.310,-10.546,53.726,3.521]","[-0.870]"
"[5.290,-6.519,53.746,2.866]","[-0.870]"
"[5.290,-3.012,53.763,2.004]","[-0.871]"
"[5.301,-0.536,53.771,1.071]","[-0.871]"
"[5.316,0.555,53.770,0.197]","[-0.871]"
"[5.331,0.535,53.761,-0.537]","[-0.872]"
"[5.341,-0.160,53.750,-1.058]","[-0.873]"
"[5.341,-1.098,53.739,-1.295]","[-0.873]"
"[5.328,-1.909,53.732,-1.208]","[-0.874]"
"[5.307,-2.477,53.729,-0.894]","[-0.875]"
"[5.285,-2.748,53.729,-0.484]","[-0.875]"
"[5.266,-2.670,53.730,-0.107]","[-0.876]"
"[5.255,-2.232,53.731,0.134]","[-0.876]"
"[5.252,-1.598,53.733,0.249]","[-0.877]"
"[5.253,-0.973,53.734,0.276]","[-0.878]"
"[5.255,-0.562,53.735,0.250]","[-0.878]"
"[5.257,-0.514,53.736,0.205]","[-0.879]"
"[5.256,-0.742,53.737,0.155]","[-0.879]"
"[5.253,-1.107,53.738,0.111]","[-0.880]"
"[5.248,-1.464,53.738,0.080]","[-0.880]"
"[5.239,-1.699,53.738,0.071]","[-0.881]"
"[5.228,-1.795,53.738,0.077]","[-0.882]"
"[5.217,-1.764,53.738,0.086]","[-0.882]"
"[5.208,-1.616,53.738,0.089]","[-0.883]"
"[5.202,-1.367,53.739,0.079]","[-0.883]"
"[5.199,-1.059,53.740,0.056]","[-0.884]"
"[9.200,-311.046,52.798,87.500]","[-1.939]"
"[7.990,-291.536,53.126,74.911]","[-1.733]"
"[6.877,-272.320,53.403,62.014]","[-1.626]"
"[5.850,-254.840,53.627,49.302]","[-1.420]"
"[4.899,-240.376,53.798,37.238]","[-1.318]"
"[4.011,-230.205,53.914,26.286]","[-1.112]"
"[3.169,-225.197,53.976,16.796]","[-0.910]"
"[2.345,-224.586,53.997,8.674]","[-0.807]"
"[1.508,-227.198,53.990,1.713]","[-0.603]"
"[0.623,-231.857,53.967,-4.295]","[-0.500]"
"[-0.330,-237.421,53.940,-9.579]","[-0.293]"
"[-1.336,-242.869,53.905,-14.472]","[-0.097]"
"[-2.371,-247.213,53.852,-19.327]","[0.007]"
"[-3.409,-249.464,53.776,-24.500]","[0.214]"
"[-4.429,-248.960,53.670,-30.232]","[0.317]"
"[-5.426,-246.336,53.534,-36.308]","[0.519]"
"[-6.403,-242.552,53.371,-42.400]","[0.721]"
"[-7.359,-238.571,53.183,-48.179]","[0.817]"
"[-8.297,-235.177,52.973,-53.390]","[1.024]"
"[-9.219,-232.451,52.743,-58.076]","[1.129]"
"[-10.133,-230.295,52.496,-62.353]","[1.326]"
"[-11.043,-228.616,52.235,-66.339]","[1.534]"
"[-11.954,-227.320,51.961,-70.162]","[1.634]"
"[-12.865,-226.329,51.676,-73.998]","[1.841]"
"[-13.773,-225.569,51.376,-78.036]","[1.953]"
"[-14.675,-224.964,51.060,-82.464]","[2.158]"
"[-15.571,-224.390,50.728,-87.373]","[2.352]"
"[-16.462,-223.516,50.375,-92.462]","[2.465]"
"[-17.351,-221.965,49.999,-97.334]","[2.665]"
"[-18.242,-219.357,49.596,-101.589]","[2.758]"
"[-4.275,0.005,53.886,0.016]","[0.524]"
"[-4.275,-0.000,53.887,0.045]","[0.523]"
"[-4.274,-0.054,53.888,-0.015]","[0.523]"
"[-4.273,-0.095,53.890,-0.130]","[0.523]"
"[-4.272,-0.044,53.891,-0.254]","[0.522]"
"[-4.273,0.179,53.890,-0.339]","[0.522]"
"[-4.276,0.584,53.887,-0.358]","[0.522]"
"[-4.278,0.920,53.882,-0.364]","[0.522]"
"[-4.277,0.868,53.878,-0.434]","[0.522]"
"[-4.269,0.107,53.876,-0.643]","[0.521]"
"[-4.255,-1.419,53.877,-0.998]","[0.521]"
"[-4.243,-2.722,53.878,-1.243]","[0.521]"
"[-4.245,-2.550,53.877,-1.054]","[0.521]"
"[-4.270,0.348,53.869,-0.107]","[0.520]"
"[-4.321,6.533,53.855,1.740]","[0.520]"
"[-4.365,13.798,53.842,3.906]","[0.520]"
"[-4.358,19.247,53.844,5.628]","[0.520]"
"[-4.258,19.982,53.872,6.143]","[0.520]"
"[-4.046,13.508,53.932,4.778]","[0.520]"
"[-3.802,-1.072,54.003,1.216]","[0.520]"
"[-3.629,-24.251,54.057,-4.768]","[0.519]"
"[-3.631,-56.527,54.066,-13.402]","[0.519]"
"[-3.889,-97.574,54.007,-24.656]","[0.519]"
"[-4.399,-143.793,53.881,-37.481]","[0.519]"
"[-5.134,-190.765,53.691,-50.569]","[0.534]"
"[-6.067,-234.071,53.443,-62.616]","[0.554]"
"[-7.169,-269.765,53.143,-72.484]","[0.654]"
"[-8.403,-295.784,52.804,-79.714]","[0.729]"
"[-9.733,-310.541,52.439,-84.016]","[0.905]"
"[-11.121,-312.446,52.062,-85.098]","[1.109]"
"[-20.229,6.772,48.809,1.566]","[3.009]"
"[-20.206,3.234,48.795,0.517]","[3.010]"
"[-20.217,0.605,48.792,0.094]","[3.012]"
"[-20.253,-0.880,48.798,0.227]","[3.013]"
"[-20.292,-1.424,48.808,0.631]","[3.015]"
"[-20.317,-1.232,48.818,1.019]","[3.016]"
"[-20.311,-0.530,48.823,1.166]","[3.018]"
"[-20.286,0.372,48.823,1.077]","[3.021]"
"[-20.254,1.144,48.823,0.816]","[3.022]"
"[-20.231,1.455,48.823,0.446]","[3.024]"
"[-20.227,1.089,48.827,0.034]","[3.026]"
"[-20.237,0.277,48.832,-0.357]","[3.026]"
"[-20.255,-0.635,48.835,-0.659]","[3.029]"
"[-20.270,-1.301,48.832,-0.807]","[3.030]"
"[-20.277,-1.467,48.823,-0.756]","[3.031]"
"[-20.278,-1.236,48.811,-0.549]","[3.032]"
"[-20.275,-0.802,48.800,-0.249]","[3.034]"
"[-20.272,-0.361,48.794,0.079]","[3.035]"
"[-20.271,-0.086,48.798,0.377]","[3.036]"
"[-20.273,0.015,48.808,0.611]","[3.038]"
"[-20.276,0.025,48.820,0.763]","[3.039]"
"[-20.278,0.024,48.828,0.817]","[3.041]"
"[-20.277,0.076,48.829,0.767]","[3.042]"
"[-20.275,0.164,48.824,0.656]","[3.043]"
"[-20.272,0.254,48.819,0.543]","[3.045]"
"[-20.270,0.312,48.816,0.482]","[3.046]"
"[-20.268,0.313,48.820,0.508]","[3.047]"
"[-20.268,0.269,48.828,0.558]","[3.049]"
"[-20.268,0.199,48.837,0.548]","[3.050]"
"[-20.268,0.125,48.844,0.393]","[3.052]"
"[4.486,2.126,53.796,-0.306]","[-0.878]"
"[4.495,2.124,53.795,-0.351]","[-0.877]"
"[4.503,2.107,53.793,-0.366]","[-0.877]"
"[4.512,2.075,53.791,-0.349]","[-0.876]"
"[4.520,2.014,53.789,-0.320]","[-0.876]"
"[4.529,1.909,53.788,-0.308]","[-0.875]"
"[4.537,1.741,53.787,-0.339]","[-0.875]"
"[4.544,1.514,53.786,-0.429]","[-0.874]"
"[4.551,1.306,53.786,-0.545]","[-0.874]"
"[4.556,1.215,53.785,-0.646]","[-0.873]"
"[4.559,1.339,53.783,-0.688]","[-0.873]"
"[4.560,1.753,53.778,-0.622]","[-0.873]"
"[4.562,2.440,53.772,-0.382]","[-0.873]"
"[4.568,3.360,53.767,0.105]","[-0.872]"
"[4.579,4.473,53.765,0.911]","[-0.872]"
"[4.600,5.574,53.766,2.070]","[-0.871]"
"[4.629,5.790,53.774,3.464]","[-0.871]"
"[4.663,4.085,53.789,4.937]","[-0.871]"
"[4.702,-0.580,53.812,6.330]","[-0.871]"
"[4.739,-9.170,53.844,7.476]","[-0.871]"
"[4.747,-22.354,53.883,8.153]","[-0.870]"
"[4.698,-40.729,53.925,8.129]","[-0.870]"
"[4.561,-64.893,53.967,7.170]","[-0.870]"
"[4.307,-94.970,54.006,5.119]","[-0.870]"
"[3.914,-129.197,54.035,2.126]","[-0.869]"
"[3.360,-165.342,54.049,-1.584]","[-0.863]"
"[2.626,-201.170,54.041,-5.786]","[-0.806]"
"[1.700,-234.441,54.008,-10.243]","[-0.755]"
"[0.613,-262.895,53.951,-14.679]","[-0.627]"
"[-0.593,-284.265,53.874,-18.807]","[-0.547]"
"[10.530,-3.143,52.709,-1.509]","[-1.789]"
"[10.500,-4.132,52.704,-1.278]","[-1.788]"
"[10.471,-4.000,52.700,-1.055]","[-1.787]"
