state,input
"[-22.157,148.288,47.707,77.078]","[2.685]"
"[-21.492,188.002,48.061,93.887]","[2.478]"
"[-20.644,226.575,48.489,108.685]","[2.366]"
"[-19.614,260.973,48.988,120.071]","[2.153]"
"[-18.412,288.428,49.546,126.907]","[2.040]"
"[-17.086,307.216,50.136,129.100]","[1.840]"
"[-15.692,315.879,50.724,126.821]","[1.738]"
"[-14.287,312.955,51.277,120.241]","[1.528]"
"[-12.927,298.146,51.768,109.753]","[1.338]"
"[-11.661,275.790,52.192,96.640]","[1.152]"
"[-10.536,251.390,52.548,82.407]","[1.051]"
"[-9.599,230.446,52.836,68.562]","[0.848]"
"[-8.871,217.411,53.058,56.352]","[0.748]"
"[-8.260,212.542,53.228,45.991]","[0.546]"
"[-7.647,215.050,53.361,37.436]","[0.343]"
"[-6.913,224.143,53.471,30.643]","[0.241]"
"[-5.970,238.335,53.572,25.493]","[0.038]"
"[-4.860,253.350,53.664,21.566]","[-0.062]"
"[-3.654,264.218,53.746,18.367]","[-0.260]"
"[-2.427,265.964,53.816,15.402]","[-0.458]"
"[-1.244,254.787,53.874,12.290]","[-0.538]"
"[-0.153,231.553,53.918,9.108]","[-0.635]"
"[0.807,198.299,53.949,6.048]","[-0.654]"
"[1.598,157.062,53.964,3.304]","[-0.658]"
"[2.183,110.381,53.965,1.051]","[-0.648]"
"[2.550,62.806,53.955,-0.590]","[-0.641]"
"[2.008,-5.973,53.993,-0.451]","[-0.587]"
"[1.972,-4.636,53.998,0.177]","[-0.586]"
"[1.950,-2.362,54.006,0.681]","[-0.585]"
"[1.946,0.116,54.014,0.946]","[-0.584]"
"[1.962,2.181,54.020,0.899]","[-0.584]"
"[1.991,3.668,54.024,0.623]","[-0.583]"
"[2.026,4.530,54.025,0.240]","[-0.582]"
"[2.057,4.714,54.024,-0.125]","[-0.581]"
"[2.078,4.235,54.021,-0.375]","[-0.581]"
"[2.090,3.349,54.018,-0.507]","[-0.580]"
"[2.095,2.379,54.014,-0.544]","[-0.579]"
"[2.097,1.643,54.010,-0.509]","[-0.578]"
"[2.097,1.379,54.008,-0.424]","[-0.578]"
"[2.098,1.493,54.008,-0.316]","[-0.577]"
"[2.102,1.807,54.008,-0.210]","[-0.577]"
"[2.109,2.143,54.008,-0.134]","[-0.576]"
"[2.122,2.355,54.008,-0.105]","[-0.575]"
"[2.138,2.428,54.007,-0.114]","[-0.574]"
"[2.153,2.378,54.007,-0.142]","[-0.574]"
"[2.165,2.223,54.006,-0.170]","[-0.573]"
"[2.173,1.989,54.005,-0.183]","[-0.573]"
"[2.176,1.745,54.004,-0.182]","[-0.572]"
"[2.178,1.571,54.003,-0.167]","[-0.572]"
"[2.181,1.545,54.003,-0.143]","[-0.571]"
"[2.186,1.716,54.002,-0.113]","[-0.571]"
"[2.193,2.013,54.002,-0.087]","[-0.570]"
"[2.203,2.335,54.001,-0.078]","[-0.569]"
"[2.215,2.580,54.001,-0.098]","[-0.569]"
"[2.228,2.669,54.001,-0.153]","[-0.568]"
"[2.240,2.613,54.001,-0.223]","[-0.568]"
"[8.197,0.229,53.209,0.039]","[-1.451]"
"[8.197,0.205,53.209,0.080]","[-1.451]"
"[8.198,0.185,53.210,0.128]","[-1.451]"
"[8.199,0.170,53.210,0.177]","[-1.451]"
"[8.199,0.161,53.211,0.223]","[-1.451]"
"[8.200,0.161,53.213,0.259]","[-1.451]"
"[8.201,0.170,53.214,0.281]","[-1.451]"
"[8.201,0.187,53.215,0.288]","[-1.451]"
"[8.202,0.208,53.216,0.281]","[-1.451]"
"[8.203,0.232,53.217,0.259]","[-1.451]"
"[8.204,0.255,53.219,0.224]","[-1.450]"
"[8.205,0.272,53.220,0.180]","[-1.450]"
"[8.206,0.275,53.220,0.130]","[-1.450]"
"[8.207,0.259,53.221,0.080]","[-1.450]"
"[8.209,0.220,53.221,0.035]","[-1.450]"
"[8.210,0.166,53.221,-0.002]","[-1.450]"
"[8.211,0.107,53.220,-0.024]","[-1.450]"
"[8.211,0.054,53.220,-0.027]","[-1.450]"
"[8.211,0.016,53.220,-0.009]","[-1.450]"
"[8.210,-0.000,53.220,0.017]","[-1.450]"
"[8.210,0.010,53.220,0.035]","[-1.450]"
"[8.209,0.054,53.220,0.027]","[-1.450]"
"[8.209,0.132,53.221,-0.017]","[-1.450]"
"[8.210,0.236,53.221,-0.081]","[-1.450]"
"[8.211,0.353,53.221,-0.145]","[-1.450]"
"[8.213,0.473,53.221,-0.188]","[-1.450]"
"[8.215,0.574,53.219,-0.192]","[-1.450]"
"[8.218,0.598,53.217,-0.155]","[-1.450]"
"[8.221,0.480,53.215,-0.079]","[-1.450]"
"[8.224,0.152,53.214,0.036]","[-1.450]"
"[-24.735,-9.766,45.984,-8.470]","[4.232]"
"[-24.788,-9.607,45.940,-8.366]","[4.229]"
"[-24.828,-8.697,45.907,-7.803]","[4.227]"
"[-24.858,-7.325,45.883,-6.881]","[4.224]"
"[-24.879,-5.837,45.864,-5.730]","[4.222]"
"[-24.894,-4.580,45.847,-4.482]","[4.219]"
"[-24.904,-3.820,45.829,-3.255]","[4.216]"
"[-24.913,-3.492,45.812,-2.121]","[4.214]"
"[-24.922,-3.449,45.800,-1.138]","[4.213]"
"[-24.934,-3.545,45.796,-0.366]","[4.210]"
"[-24.951,-3.653,45.803,0.148]","[4.209]"
"[-24.970,-3.723,45.815,0.408]","[4.206]"
"[-24.989,-3.727,45.828,0.431]","[4.203]"
"[-25.007,-3.634,45.835,0.232]","[4.201]"
"[-25.021,-3.428,45.834,-0.154]","[4.199]"
"[-25.032,-3.147,45.825,-0.625]","[4.197]"
"[-25.041,-2.841,45.814,-1.063]","[4.195]"
"[-25.051,-2.562,45.804,-1.348]","[4.193]"
"[-25.060,-2.351,45.798,-1.400]","[4.192]"
"[-25.071,-2.206,45.795,-1.289]","[4.190]"
"[-25.080,-2.117,45.794,-1.125]","[4.189]"
"[-25.089,-2.071,45.792,-1.018]","[4.187]"
"[-25.096,-2.060,45.789,-1.049]","[4.185]"
"[-25.103,-2.079,45.784,-1.190]","[4.184]"
"[-25.109,-2.122,45.778,-1.385]","[4.182]"
"[-25.117,-2.188,45.771,-1.580]","[4.181]"
"[-25.126,-2.266,45.764,-1.727]","[4.180]"
"[-25.137,-2.332,45.757,-1.808]","[4.178]"
"[-25.148,-2.355,45.749,-1.816]","[4.178]"
"[-25.159,-2.304,45.742,-1.741]","[4.176]"
"[-28.206,-2.116,43.370,-1.277]","[4.664]"
"[-28.214,-2.026,43.369,-0.968]","[4.663]"
"[-28.221,-1.954,43.371,-0.813]","[4.661]"
"[-28.229,-1.909,43.373,-0.793]","[4.660]"
"[-28.236,-1.902,43.372,-0.893]","[4.659]"
"[-28.243,-1.936,43.368,-1.091]","[4.657]"
"[-28.250,-1.992,43.360,-1.349]","[4.656]"
"[-28.258,-2.049,43.351,-1.625]","[4.655]"
"[-28.267,-2.080,43.342,-1.875]","[4.653]"
"[-28.276,-2.069,43.334,-2.065]","[4.652]"
"[-28.285,-2.017,43.328,-2.192]","[4.651]"
"[-28.294,-1.932,43.321,-2.261]","[4.650]"
"[-28.303,-1.821,43.312,-2.277]","[4.649]"
"[-28.309,-1.695,43.302,-2.243]","[4.647]"
"[-28.315,-1.565,43.290,-2.157]","[4.646]"
"[-28.320,-1.448,43.278,-2.015]","[4.645]"
"[-28.325,-1.357,43.269,-1.812]","[4.644]"
"[-28.330,-1.305,43.263,-1.554]","[4.643]"
"[-28.335,-1.284,43.259,-1.274]","[4.641]"
"[-28.341,-1.287,43.256,-1.015]","[4.641]"
"[-28.346,-1.304,43.254,-0.821]","[4.640]"
"[-28.351,-1.325,43.252,-0.722]","[4.639]"
"[-28.356,-1.349,43.249,-0.695]","[4.638]"
"[-28.361,-1.375,43.246,-0.704]","[4.637]"
"[-28.367,-1.402,43.243,-0.714]","[4.637]"
"[-28.372,-1.426,43.239,-0.701]","[4.636]"
"[-28.379,-1.438,43.236,-0.682]","[4.635]"
"[-28.385,-1.428,43.234,-0.689]","[4.634]"
"[-28.391,-1.384,43.231,-0.750]","[4.633]"
"[-28.397,-1.303,43.229,-0.875]","[4.632]"
"[15.724,0.405,51.057,-0.320]","[-2.550]"
"[15.725,0.288,51.054,-0.222]","[-2.549]"
"[15.726,0.214,51.053,-0.188]","[-2.549]"
"[15.725,0.218,51.055,-0.251]","[-2.548]"
"[15.725,0.334,51.057,-0.400]","[-2.548]"
"[15.724,0.598,51.059,-0.605]","[-2.547]"
"[15.725,1.045,51.057,-0.839]","[-2.547]"
"[15.728,1.684,51.052,-1.041]","[-2.547]"
"[15.734,2.419,51.044,-1.009]","[-2.547]"
"[15.744,3.125,51.035,-0.506]","[-2.546]"
"[15.759,3.679,51.027,0.705]","[-2.546]"
"[15.779,3.760,51.022,2.804]","[-2.545]"
"[15.802,2.260,51.025,5.739]","[-2.545]"
"[15.824,-2.127,51.043,9.403]","[-2.545]"
"[15.843,-10.705,51.080,13.688]","[-2.536]"
"[15.849,-24.608,51.142,18.465]","[-2.479]"
"[15.807,-44.275,51.228,23.525]","[-2.422]"
"[15.676,-69.972,51.336,28.637]","[-2.261]"
"[15.417,-101.964,51.465,33.571]","[-2.160]"
"[14.992,-139.903,51.612,38.115]","[-1.942]"
"[14.385,-180.970,51.778,42.121]","[-1.722]"
"[13.585,-221.733,51.959,45.462]","[-1.613]"
"[12.580,-258.759,52.154,48.009]","[-1.400]"
"[11.372,-288.905,52.361,49.660]","[-1.293]"
"[10.015,-310.193,52.575,50.428]","[-1.083]"
"[8.581,-320.939,52.791,50.349]","[-0.879]"
"[7.136,-319.455,53.001,49.464]","[-0.776]"
"[5.747,-304.965,53.202,47.804]","[-0.578]"
"[4.459,-280.318,53.391,45.373]","[-0.468]"
"[3.315,-249.276,53.570,42.165]","[-0.271]"
"[-7.440,0.544,53.424,0.332]","[1.071]"
"[-7.421,0.982,53.428,0.152]","[1.071]"
"[-7.415,0.720,53.427,-0.103]","[1.072]"
"[-7.422,-0.018,53.422,-0.382]","[1.072]"
"[-7.434,-0.879,53.416,-0.614]","[1.073]"
"[-7.447,-1.509,53.410,-0.732]","[1.073]"
"[-7.458,-1.648,53.406,-0.689]","[1.073]"
"[-7.464,-1.403,53.405,-0.526]","[1.074]"
"[-7.468,-0.969,53.404,-0.305]","[1.074]"
"[-7.469,-0.545,53.405,-0.089]","[1.074]"
"[-7.468,-0.287,53.405,0.070]","[1.075]"
"[-7.466,-0.190,53.405,0.159]","[1.075]"
"[-7.465,-0.208,53.406,0.175]","[1.075]"
"[-7.465,-0.295,53.407,0.116]","[1.076]"
"[-7.467,-0.408,53.408,-0.014]","[1.076]"
"[-7.470,-0.516,53.410,-0.183]","[1.076]"
"[-7.474,-0.592,53.410,-0.349]","[1.077]"
"[-7.478,-0.607,53.409,-0.473]","[1.077]"
"[-7.481,-0.545,53.405,-0.523]","[1.077]"
"[-7.483,-0.429,53.400,-0.496]","[1.078]"
"[-7.484,-0.295,53.395,-0.400]","[1.078]"
"[-7.484,-0.179,53.392,-0.241]","[1.078]"
"[-7.484,-0.106,53.392,-0.033]","[1.079]"
"[-7.484,-0.070,53.394,0.177]","[1.079]"
"[-7.484,-0.058,53.397,0.334]","[1.079]"
"[-7.484,-0.054,53.401,0.384]","[1.079]"
"[-7.484,-0.047,53.404,0.291]","[1.079]"
"[-7.485,-0.041,53.405,0.097]","[1.080]"
"[-7.486,-0.041,53.405,-0.133]","[1.080]"
"[-7.486,-0.054,53.404,-0.339]","[1.080]"
"[-25.490,-0.732,45.533,-0.536]","[4.134]"
"[-25.493,-0.750,45.531,-0.522]","[4.133]"
"[-25.495,-0.803,45.528,-0.528]","[4.133]"
"[-25.498,-0.886,45.526,-0.595]","[4.133]"
"[-25.502,-0.991,45.524,-0.768]","[4.133]"
"[-25.506,-1.139,45.523,-1.082]","[4.133]"
"[-25.511,-1.448,45.521,-1.549]","[4.132]"
"[-25.516,-2.062,45.517,-2.175]","[4.132]"
"[-25.522,-3.125,45.509,-2.964]","[4.132]"
"[-25.529,-4.626,45.496,-3.826]","[4.131]"
"[-25.542,-5.932,45.479,-4.282]","[4.131]"
"[-25.564,-6.257,45.457,-3.758]","[4.131]"
"[-25.602,-4.812,45.429,-1.679]","[4.125]"
"[-25.654,-0.728,45.400,2.493]","[4.109]"
"[-25.700,7.202,45.384,9.142]","[4.006]"
"[-25.716,20.268,45.396,18.618]","[3.930]"
"[-25.676,39.759,45.455,31.268]","[3.731]"
"[-25.552,66.290,45.576,47.095]","[3.518]"
"[-25.311,97.778,45.771,64.723]","[3.403]"
"[-24.916,131.464,46.052,82.429]","[3.191]"
"[-24.329,164.589,46.430,98.491]","[3.084]"
"[-23.533,194.422,46.908,111.354]","[2.872]"
"[-22.571,218.336,47.455,120.122]","[2.678]"
"[-21.509,233.729,48.034,124.069]","[2.601]"
"[-20.409,238.000,48.607,122.464]","[2.499]"
"[-19.331,229.414,49.139,114.949]","[2.472]"
"[-18.324,209.701,49.615,102.639]","[2.447]"
"[-17.436,181.454,50.022,87.015]","[2.448]"
"[-16.713,147.268,50.349,69.562]","[2.454]"
"[-16.191,109.814,50.586,51.698]","[2.465]"
"[7.980,-0.001,53.279,-0.012]","[-1.378]"
"[7.979,0.019,53.280,0.011]","[-1.378]"
"[7.979,0.054,53.280,0.027]","[-1.378]"
"[7.980,0.096,53.280,0.036]","[-1.378]"
"[7.980,0.142,53.280,0.039]","[-1.378]"
"[7.982,0.189,53.280,0.036]","[-1.378]"
"[7.983,0.232,53.280,0.027]","[-1.378]"
"[7.983,0.269,53.280,0.011]","[-1.378]"
"[7.984,0.299,53.281,-0.011]","[-1.378]"
"[7.985,0.322,53.281,-0.042]","[-1.378]"
"[7.987,0.339,53.281,-0.080]","[-1.378]"
"[7.988,0.350,53.280,-0.127]","[-1.378]"
"[7.990,0.354,53.280,-0.177]","[-1.378]"
"[7.992,0.350,53.279,-0.223]","[-1.378]"
"[7.993,0.339,53.277,-0.259]","[-1.378]"
"[7.995,0.321,53.276,-0.280]","[-1.378]"
"[7.996,0.296,53.275,-0.286]","[-1.378]"
"[7.997,0.266,53.274,-0.279]","[-1.378]"
"[7.997,0.232,53.273,-0.259]","[-1.378]"
"[7.998,0.197,53.271,-0.228]","[-1.378]"
"[7.999,0.160,53.270,-0.186]","[-1.378]"
"[8.000,0.121,53.270,-0.137]","[-1.378]"
"[8.001,0.080,53.269,-0.080]","[-1.378]"
"[8.001,0.039,53.269,-0.021]","[-1.378]"
"[8.001,0.001,53.269,0.031]","[-1.378]"
"[8.000,-0.032,53.269,0.060]","[-1.378]"
"[8.000,-0.054,53.270,0.054]","[-1.378]"
"[8.000,-0.060,53.271,0.006]","[-1.378]"
"[7.999,-0.046,53.271,-0.056]","[-1.378]"
"[7.999,-0.001,53.272,-0.097]","[-1.378]"
"[6.518,-0.593,53.554,0.429]","[-1.108]"
"[6.517,-0.527,53.556,0.348]","[-1.108]"
"[6.515,-0.473,53.557,0.238]","[-1.109]"
"[6.513,-0.431,53.558,0.117]","[-1.109]"
"[6.511,-0.395,53.557,0.005]","[-1.109]"
"[6.509,-0.357,53.557,-0.080]","[-1.109]"
"[6.508,-0.313,53.556,-0.123]","[-1.109]"
"[6.507,-0.264,53.555,-0.127]","[-1.109]"
"[6.506,-0.212,53.554,-0.101]","[-1.110]"
"[6.505,-0.161,53.553,-0.054]","[-1.110]"
"[6.505,-0.112,53.553,0.008]","[-1.110]"
"[6.504,-0.073,53.553,0.076]","[-1.111]"
"[6.504,-0.051,53.554,0.147]","[-1.111]"
"[6.504,-0.054,53.555,0.214]","[-1.111]"
"[6.504,-0.083,53.556,0.272]","[-1.111]"
"[6.504,-0.126,53.557,0.318]","[-1.111]"
"[6.504,-0.163,53.558,0.347]","[-1.112]"
"[6.503,-0.179,53.560,0.357]","[-1.112]"
"[6.502,-0.159,53.562,0.342]","[-1.112]"
"[6.500,-0.115,53.564,0.291]","[-1.112]"
"[6.499,-0.066,53.565,0.190]","[-1.112]"
"[6.498,-0.027,53.567,0.027]","[-1.112]"
"[6.499,-0.004,53.567,-0.202]","[-1.112]"
"[6.501,0.045,53.567,-0.453]","[-1.112]"
"[6.502,0.177,53.565,-0.675]","[-1.113]"
"[6.503,0.446,53.561,-0.812]","[-1.113]"
"[6.502,0.895,53.555,-0.819]","[-1.113]"
"[6.502,1.512,53.549,-0.664]","[-1.113]"
"[6.504,2.273,53.544,-0.325]","[-1.113]"
"[6.513,3.152,53.541,0.223]","[-1.113]"
"[21.389,0.189,48.415,0.150]","[-3.657]"
"[21.394,0.214,48.414,-0.107]","[-3.657]"
"[21.392,0.181,48.412,-0.243]","[-3.657]"
"[21.387,0.108,48.410,-0.272]","[-3.657]"
"[21.382,0.033,48.408,-0.232]","[-3.657]"
"[21.379,-0.009,48.407,-0.161]","[-3.657]"
"[21.380,0.009,48.407,-0.090]","[-3.657]"
"[21.385,0.061,48.407,-0.026]","[-3.657]"
"[21.390,0.112,48.408,0.034]","[-3.658]"
"[21.393,0.125,48.409,0.089]","[-3.658]"
"[21.393,0.078,48.409,0.140]","[-3.658]"
"[21.389,0.004,48.409,0.177]","[-3.658]"
"[21.385,-0.047,48.409,0.191]","[-3.658]"
"[21.383,-0.027,48.410,0.170]","[-3.658]"
"[21.383,0.095,48.411,0.108]","[-3.658]"
"[21.385,0.277,48.413,0.015]","[-3.658]"
"[21.389,0.461,48.414,-0.094]","[-3.658]"
"[21.393,0.589,48.414,-0.205]","[-3.658]"
"[21.396,0.621,48.412,-0.309]","[-3.658]"
"[21.398,0.591,48.409,-0.418]","[-3.658]"
"[21.400,0.551,48.406,-0.550]","[-3.658]"
"[21.401,0.554,48.403,-0.723]","[-3.658]"
"[21.403,0.648,48.402,-0.949]","[-3.659]"
"[21.404,0.868,48.400,-1.217]","[-3.659]"
"[21.406,1.246,48.397,-1.511]","[-3.659]"
"[21.410,1.812,48.391,-1.812]","[-3.659]"
"[21.416,2.542,48.382,-2.055]","[-3.659]"
"[21.426,3.180,48.370,-1.964]","[-3.659]"
"[21.440,3.416,48.358,-1.218]","[-3.659]"
"[21.459,2.938,48.345,0.509]","[-3.659]"
"[-24.575,-7.857,46.107,-6.421]","[4.074]"
"[-24.623,-7.470,46.074,-6.066]","[4.073]"
"[-24.663,-6.319,46.045,-5.419]","[4.072]"
"[-24.688,-4.929,46.024,-4.759]","[4.071]"
"[-24.696,-3.741,46.012,-4.294]","[4.070]"
"[-24.693,-2.877,46.006,-3.957]","[4.068]"
"[-24.686,-2.373,46.000,-3.607]","[4.068]"
"[-24.685,-2.268,45.989,-3.107]","[4.066]"
"[-24.695,-2.555,45.969,-2.362]","[4.064]"
"[-24.715,-3.044,45.947,-1.456]","[4.063]"
"[-24.738,-3.503,45.930,-0.516]","[4.062]"
"[-24.761,-3.696,45.925,0.330]","[4.060]"
"[-24.778,-3.460,45.937,0.974]","[4.060]"
"[-24.790,-2.908,45.959,1.384]","[4.058]"
"[-24.798,-2.223,45.984,1.548]","[4.057]"
"[-24.803,-1.589,45.999,1.455]","[4.057]"
"[-24.806,-1.154,46.001,1.117]","[4.055]"
"[-24.808,-0.917,45.991,0.640]","[4.054]"
"[-24.810,-0.842,45.979,0.153]","[4.053]"
"[-24.812,-0.893,45.971,-0.214]","[4.051]"
"[-24.815,-1.033,45.972,-0.370]","[4.051]"
"[-24.819,-1.227,45.980,-0.382]","[4.049]"
"[-24.825,-1.436,45.988,-0.354]","[4.048]"
"[-24.831,-1.625,45.993,-0.393]","[4.047]"
"[-24.839,-1.766,45.989,-0.575]","[4.046]"
"[-24.847,-1.870,45.979,-0.863]","[4.045]"
"[-24.856,-1.959,45.968,-1.193]","[4.043]"
"[-24.864,-2.054,45.959,-1.500]","[4.043]"
"[-24.871,-2.167,45.954,-1.733]","[4.041]"
"[-24.879,-2.283,45.952,-1.899]","[4.040]"
"[-15.696,7.911,50.833,6.929]","[2.486]"
"[-15.817,-13.075,50.794,-1.708]","[2.489]"
"[-16.018,-26.216,50.722,-6.968]","[2.493]"
"[-16.250,-32.532,50.640,-9.487]","[2.494]"
"[-16.460,-33.045,50.571,-9.902]","[2.496]"
"[-16.610,-28.923,50.531,-8.840]","[2.496]"
"[-16.700,-21.928,50.516,-6.887]","[2.497]"
"[-16.744,-13.972,50.515,-4.623]","[2.497]"
"[-16.754,-6.964,50.516,-2.625]","[2.497]"
"[-16.742,-2.384,50.511,-1.322]","[2.498]"
"[-16.720,0.022,50.501,-0.554]","[2.498]"
"[-16.697,0.940,50.492,-0.011]","[2.498]"
"[-16.683,1.054,50.487,0.616]","[2.498]"
"[-16.686,0.943,50.489,1.535]","[2.498]"
"[-16.699,0.760,50.499,2.550]","[2.498]"
"[-16.714,0.552,50.515,3.366]","[2.498]"
"[-16.720,0.366,50.536,3.688]","[2.498]"
"[-16.712,0.235,50.560,3.315]","[2.498]"
"[-16.696,0.140,50.583,2.436]","[2.499]"
"[-16.679,0.052,50.600,1.334]","[2.499]"
"[-16.671,-0.062,50.605,0.295]","[2.499]"
"[-16.678,-0.217,50.595,-0.452]","[2.499]"
"[-16.695,-0.360,50.577,-0.893]","[2.499]"
"[-16.712,-0.423,50.557,-1.065]","[2.499]"
"[-16.722,-0.339,50.545,-1.009]","[2.499]"
"[-16.719,-0.073,50.546,-0.773]","[2.500]"
"[-16.707,0.275,50.554,-0.439]","[2.500]"
"[-16.693,0.573,50.566,-0.100]","[2.500]"
"[-16.682,0.688,50.572,0.152]","[2.500]"
"[-16.681,0.531,50.570,0.248]","[2.500]"
"[-22.885,5.357,47.299,-0.500]","[3.723]"
"[-22.879,1.086,47.285,-2.405]","[3.722]"
"[-22.914,-3.382,47.251,-4.208]","[3.721]"
"[-22.974,-7.148,47.208,-5.599]","[3.720]"
"[-23.041,-9.312,47.167,-6.268]","[3.719]"
"[-23.099,-9.268,47.137,-6.027]","[3.718]"
"[-23.143,-7.576,47.117,-5.165]","[3.717]"
"[-23.172,-5.092,47.106,-4.094]","[3.716]"
"[-23.183,-2.670,47.098,-3.223]","[3.715]"
"[-23.175,-1.000,47.092,-2.849]","[3.714]"
"[-23.157,-0.119,47.085,-2.808]","[3.713]"
"[-23.137,0.103,47.077,-2.826]","[3.712]"
"[-23.126,-0.205,47.063,-2.625]","[3.711]"
"[-23.131,-0.896,47.046,-2.010]","[3.710]"
"[-23.147,-1.742,47.028,-1.110]","[3.709]"
"[-23.169,-2.493,47.015,-0.135]","[3.708]"
"[-23.190,-2.902,47.014,0.705]","[3.707]"
"[-23.204,-2.799,47.028,1.240]","[3.706]"
"[-23.212,-2.333,47.050,1.452]","[3.705]"
"[-23.217,-1.729,47.072,1.365]","[3.705]"
"[-23.219,-1.214,47.086,1.000]","[3.703]"
"[-23.220,-0.959,47.085,0.404]","[3.702]"
"[-23.222,-0.913,47.074,-0.284]","[3.701]"
"[-23.224,-0.968,47.059,-0.899]","[3.701]"
"[-23.229,-1.018,47.046,-1.277]","[3.700]"
"[-23.235,-0.981,47.041,-1.304]","[3.700]"
"[-23.242,-0.874,47.041,-1.064]","[3.699]"
"[-23.248,-0.742,47.043,-0.692]","[3.698]"
"[-23.251,-0.625,47.045,-0.321]","[3.697]"
"[-23.252,-0.559,47.044,-0.058]","[3.696]"
"[-1.352,239.652,53.979,17.209]","[0.129]"
"[-0.204,210.094,54.061,13.592]","[0.047]"
"[0.771,167.520,54.122,9.230]","[0.020]"
"[1.473,115.161,54.155,4.607]","[0.020]"
"[1.824,56.814,54.155,0.195]","[0.025]"
"[1.848,-1.450,54.127,-3.574]","[0.036]"
"[1.596,-52.994,54.083,-6.279]","[0.040]"
"[1.115,-91.179,54.033,-7.500]","[0.045]"
"[0.466,-110.903,53.985,-6.974]","[0.049]"
"[-0.251,-113.215,53.946,-5.070]","[0.050]"
"[-0.925,-100.699,53.921,-2.320]","[0.053]"
"[-1.445,-75.938,53.915,0.750]","[0.054]"
"[-1.725,-42.092,53.932,3.645]","[0.054]"
"[-1.775,-4.630,53.965,6.019]","[0.055]"
"[-1.627,30.406,54.009,7.560]","[0.055]"
"[-1.315,56.973,54.057,7.955]","[0.055]"
"[-0.881,70.404,54.102,7.025]","[0.055]"
"[-0.399,71.539,54.139,5.107]","[0.056]"
"[0.048,62.597,54.163,2.672]","[0.056]"
"[0.378,45.795,54.170,0.188]","[0.056]"
"[0.528,23.633,54.156,-1.930]","[0.056]"
"[0.515,-0.256,54.128,-3.480]","[0.056]"
"[0.376,-21.954,54.094,-4.314]","[0.057]"
"[0.151,-37.545,54.063,-4.286]","[0.057]"
"[-0.124,-44.104,54.040,-3.339]","[0.058]"
"[-0.407,-42.677,54.027,-1.791]","[0.058]"
"[-0.654,-35.300,54.025,-0.051]","[0.058]"
"[-0.823,-24.009,54.033,1.473]","[0.059]"
"[-0.884,-10.817,54.049,2.451]","[0.059]"
"[-0.851,2.364,54.071,2.872]","[0.059]"
"[-17.746,-182.294,50.019,-85.678]","[3.526]"
"[-18.430,-186.393,49.677,-95.045]","[3.619]"
"[-19.163,-193.883,49.282,-105.410]","[3.836]"
"[-19.949,-202.702,48.833,-115.617]","[4.037]"
"[-20.789,-210.449,48.336,-124.355]","[4.143]"
"[-21.683,-214.723,47.792,-130.312]","[4.342]"
"[-22.624,-213.570,47.211,-132.428]","[4.450]"
"[-23.572,-206.826,46.617,-130.640]","[4.592]"
"[-24.481,-194.774,46.040,-125.140]","[4.697]"
"[-25.301,-177.696,45.507,-116.116]","[4.731]"
"[-25.997,-156.145,45.044,-103.914]","[4.756]"
"[-26.567,-131.739,44.653,-89.505]","[4.758]"
"[-27.021,-106.365,44.331,-74.015]","[4.756]"
"[-27.369,-81.911,44.077,-58.571]","[4.748]"
"[-27.621,-60.004,43.886,-44.185]","[4.743]"
"[-27.788,-41.238,43.753,-31.408]","[4.734]"
"[-27.884,-25.947,43.671,-20.677]","[4.725]"
"[-27.923,-14.464,43.633,-12.429]","[4.720]"
"[-27.917,-6.928,43.630,-6.936]","[4.715]"
"[-27.887,-2.689,43.648,-3.817]","[4.714]"
"[-27.852,-0.903,43.669,-2.523]","[4.712]"
"[-27.832,-0.723,43.679,-2.509]","[4.710]"
"[-27.842,-1.382,43.664,-3.256]","[4.709]"
"[-27.874,-2.418,43.631,-4.362]","[4.707]"
"[-27.913,-3.446,43.590,-5.455]","[4.706]"
"[-27.946,-4.080,43.553,-6.161]","[4.703]"
"[-27.961,-4.056,43.526,-6.201]","[4.701]"
"[-27.964,-3.584,43.508,-5.666]","[4.700]"
"[-27.962,-2.997,43.495,-4.743]","[4.698]"
"[-27.963,-2.625,43.482,-3.616]","[4.697]"
"[18.194,2.434,50.018,-0.661]","[-2.899]"
"[18.205,2.479,50.008,0.249]","[-2.898]"
"[18.221,1.812,50.003,1.768]","[-2.898]"
"[18.240,0.058,50.007,3.988]","[-2.898]"
"[18.255,-3.513,50.023,6.884]","[-2.898]"
"[18.257,-9.718,50.052,10.400]","[-2.867]"
"[18.238,-19.375,50.097,14.482]","[-2.796]"
"[18.187,-32.935,50.158,19.026]","[-2.750]"
"[18.081,-49.389,50.239,23.732]","[-2.613]"
"[17.894,-67.363,50.341,28.253]","[-2.443]"
"[17.601,-85.482,50.467,32.241]","[-2.365]"
"[17.186,-102.299,50.616,35.375]","[-2.253]"
"[16.674,-116.072,50.783,37.439]","[-2.210]"
"[16.101,-124.985,50.956,38.243]","[-2.172]"
"[15.503,-127.223,51.128,37.598]","[-2.166]"
"[14.914,-121.562,51.290,35.412]","[-2.170]"
"[14.367,-109.140,51.437,31.985]","[-2.178]"
"[13.895,-91.686,51.565,27.712]","[-2.181]"
"[13.530,-70.929,51.670,22.991]","[-2.186]"
"[13.296,-48.627,51.750,18.189]","[-2.189]"
"[13.182,-26.665,51.806,13.555]","[-2.190]"
