epoch,train_MSE,val_MSE,val_MAE_recon,val_MAE_pred,val_MAE_lin
1,0.0002772700390778482,3.844571892841486e-06,0.045620787888765335,0.1696368008852005,0.3779377341270447
2,9.563555067870766e-07,1.4818226645729737e-07,0.009320508688688278,0.16190238296985626,0.368508517742157
3,7.76729365270512e-08,5.5320267478009555e-08,0.005317801143974066,0.16161122918128967,0.36868470907211304
4,3.989871188991856e-08,3.699557282743626e-08,0.004492060746997595,0.16157600283622742,0.36872801184654236
5,2.6008216025275033e-08,2.8124881978897065e-08,0.003997607622295618,0.16170541942119598,0.36862143874168396
6,1.8475295959774485e-08,1.493799928198314e-08,0.0026988459285348654,0.16214822232723236,0.3685262203216553
7,1.365155188892686e-08,1.0966776819998358e-08,0.0023639765568077564,0.16242201626300812,0.3682639002799988
8,1.0315529763715858e-08,1.3632488915504837e-08,0.002813774859532714,0.16226141154766083,0.3681030571460724
9,9.054399008334713e-09,9.006440926384585e-09,0.002217457164078951,0.1622779667377472,0.3680577278137207
10,7.85048204221539e-09,1.0140951189896441e-08,0.0023284631315618753,0.16228337585926056,0.36790841817855835
11,7.81327891274941e-09,7.979638283472923e-09,0.0021385671570897102,0.16233795881271362,0.36770904064178467
12,6.988133183227774e-09,1.3991289904424775e-08,0.0029598725959658623,0.16254715621471405,0.36762210726737976
13,6.7592140773342635e-09,2.1790379278741057e-08,0.0036970474757254124,0.16247674822807312,0.3675177991390228
14,1.1230674168416499e-08,7.815988745107916e-09,0.0021925331093370914,0.16242718696594238,0.3668169379234314
15,6.560297194369014e-09,2.5145215687416567e-08,0.003951124846935272,0.16271835565567017,0.36680200695991516
16,8.315778288192632e-09,1.2534308702072394e-08,0.002806604141369462,0.16236022114753723,0.36630120873451233
17,2.1512269299250875e-08,1.3009369013161631e-06,0.026767730712890625,0.16769912838935852,0.36668825149536133
18,9.183402482904057e-08,6.815596087506037e-09,0.001987993251532316,0.16163647174835205,0.35957062244415283
19,5.198306229914351e-09,5.223382615326955e-09,0.0018226813990622759,0.16212141513824463,0.3598499298095703
20,5.291237226145995e-09,5.771184863334611e-09,0.0018794240895658731,0.16145752370357513,0.3601555824279785
21,1.3554972255747089e-08,1.9927862027202536e-08,0.0032716942951083183,0.16236962378025055,0.35990506410598755
22,1.718688480423225e-08,6.10021766433988e-09,0.001970532350242138,0.16209205985069275,0.35982921719551086
23,2.8306613941708747e-08,5.399530422778298e-08,0.005245517939329147,0.16151446104049683,0.3598206043243408
24,9.405853873545311e-09,5.712335848784278e-08,0.00604230584576726,0.16249074041843414,0.3592493534088135
25,2.825213485380118e-08,6.047924827612405e-09,0.0017978869145736098,0.16214819252490997,0.3582501709461212
26,1.2471908839017942e-08,1.1191259474685467e-08,0.0026921438984572887,0.16248677670955658,0.3578509986400604
27,2.995279757556091e-08,1.294050644418121e-08,0.0029780850745737553,0.1622077077627182,0.3567534387111664
28,2.2522277376424427e-08,1.1289803580893931e-07,0.008165237493813038,0.16276083886623383,0.35626545548439026
29,3.23628697174172e-08,2.1304995101445456e-08,0.003481540596112609,0.1626928448677063,0.35525479912757874
30,0.0053159198723733425,7.532563176937401e-05,0.08117798715829849,0.09307853877544403,0.005302805453538895
31,5.673781197401695e-05,4.3865107727469876e-05,0.06609047204256058,0.07877699285745621,0.0038974399212747812
32,3.6895427911076695e-05,3.067790385102853e-05,0.05486832931637764,0.06786076724529266,0.0031862305477261543
33,2.788406163745094e-05,2.4057258997345343e-05,0.04947212338447571,0.06154661625623703,0.002737649017944932
34,2.247596603410784e-05,1.9944844098063186e-05,0.04660927504301071,0.05713022127747536,0.0024040676653385162
35,1.897707443276886e-05,1.956198684638366e-05,0.05072774365544319,0.061864472925662994,0.002172080334275961
36,1.6720234270906076e-05,1.660707130213268e-05,0.04503173753619194,0.05618976801633835,0.001976851373910904
37,1.4743040082976222e-05,1.7174204913317226e-05,0.049664393067359924,0.05986635759472847,0.0018189871916547418
38,1.3670121916220523e-05,1.600403993506916e-05,0.04841005429625511,0.059021543711423874,0.0016905530355870724
39,1.2852789041062351e-05,1.3691630556422751e-05,0.04267561435699463,0.053879693150520325,0.0015704805264249444
40,1.220883677888196e-05,1.2268168575246818e-05,0.039475105702877045,0.04996441304683685,0.0014803744852542877
41,1.178058755613165e-05,1.2210296517878305e-05,0.04164183512330055,0.0506087951362133,0.0014176979893818498
42,1.1342489415255841e-05,1.188336045743199e-05,0.04268202185630798,0.04987815394997597,0.0013604862615466118
43,1.095674633688759e-05,1.066108961822465e-05,0.03924274072051048,0.045419223606586456,0.001303239376284182
44,1.058426369127119e-05,9.565084837959148e-06,0.03773671016097069,0.04194032773375511,0.0012434792006388307
45,1.0162460966967046e-05,9.60790021053981e-06,0.039775725454092026,0.042843665927648544,0.0012015501270070672
46,1.091018748411443e-05,1.3011993360123597e-05,0.05410025268793106,0.0572703592479229,0.001206846791319549
47,9.374188266519923e-06,8.75911700859433e-06,0.03662940487265587,0.039687421172857285,0.001133689540438354
48,9.983325071516447e-06,8.810546205495484e-06,0.03794814273715019,0.04065769165754318,0.0011039680102840066
49,9.738988410390448e-06,9.37748518481385e-06,0.04166077822446823,0.044028669595718384,0.0010710404021665454
50,9.859999408945441e-06,1.0171541362069547e-05,0.04169253632426262,0.044724058359861374,0.0010510494466871023
51,9.511184543953277e-06,9.199085070576984e-06,0.03956193849444389,0.04195009171962738,0.0010254655499011278
52,9.368067367176991e-06,8.710406291356776e-06,0.038764167577028275,0.04054049029946327,0.0010087033733725548
53,8.949008588388097e-06,8.303922186314594e-06,0.039122603833675385,0.04088436812162399,0.0010034614242613316
54,9.679424692876637e-06,8.891505785868503e-06,0.0427020899951458,0.04380764439702034,0.0010176505893468857
55,8.672290277900174e-06,7.80356003815541e-06,0.03660264611244202,0.04031293839216232,0.0009936855640262365
56,8.753362635616213e-06,7.998478395165876e-06,0.033754438161849976,0.03994225338101387,0.0009740295354276896
57,9.088731530937366e-06,1.2067208444932476e-05,0.056131865829229355,0.05737021937966347,0.0010027920361608267
58,8.819783943181392e-06,1.526429878140334e-05,0.06462162733078003,0.06466862559318542,0.0010169686283916235
59,7.892529538366944e-06,6.621718057431281e-06,0.03182101249694824,0.03320150822401047,0.0009478945285081863
60,9.188791409542318e-06,1.0978764294122811e-05,0.05144168809056282,0.04953142628073692,0.001002014963887632
61,7.990899575816002e-06,6.604597274417756e-06,0.030465971678495407,0.03408927842974663,0.0009416427928954363
62,8.110257113003172e-06,6.1609266595041845e-06,0.029001349583268166,0.030477512627840042,0.0009331057080999017
63,8.569476449338254e-06,7.807887413946446e-06,0.035003289580345154,0.03944244235754013,0.0009570954134687781
64,7.455781087628566e-06,7.3646770033519715e-06,0.035475343465805054,0.040177009999752045,0.0009311665780842304
65,9.053160283656325e-06,9.532694093650207e-06,0.04609034210443497,0.04424799233675003,0.0009784302674233913
66,6.987989763729274e-06,6.726171250193147e-06,0.03436196967959404,0.03711511567234993,0.0009262885432690382
67,7.796802492521238e-06,6.301348093984416e-06,0.03215952217578888,0.033454153686761856,0.0009167368989437819
68,7.691553037147969e-06,6.3692273215565365e-06,0.03143860027194023,0.03295108303427696,0.000908801332116127
