state,input
"[24.179,1.184,46.981,-0.796]","[-3.951]"
"[24.181,1.144,46.979,-0.755]","[-3.951]"
"[24.184,1.067,46.978,-0.715]","[-3.951]"
"[24.186,0.982,46.976,-0.645]","[-3.951]"
"[-1.133,407.128,54.981,9.330]","[-0.436]"
"[-0.319,407.510,54.991,0.347]","[-0.516]"
"[0.493,404.601,54.985,-6.136]","[-0.595]"
"[1.297,398.913,54.964,-14.415]","[-0.674]"
"[2.086,390.611,54.929,-20.637]","[-0.753]"
"[2.857,380.218,54.881,-27.393]","[-0.833]"
"[3.605,367.986,54.821,-32.918]","[-0.912]"
"[4.327,354.519,54.750,-37.727]","[-0.991]"
"[5.022,339.969,54.670,-42.357]","[-1.071]"
"[5.687,325.110,54.582,-45.199]","[-1.150]"
"[6.322,309.831,54.488,-48.947]","[-1.229]"
"[6.926,295.128,54.389,-50.146]","[-1.309]"
"[7.502,280.541,54.285,-53.168]","[-1.388]"
"[8.050,267.277,54.179,-53.268]","[-1.467]"
"[8.572,254.531,54.070,-55.795]","[-1.546]"
"[9.070,243.643,53.958,-55.432]","[-1.626]"
"[9.547,233.555,53.845,-57.711]","[-1.705]"
"[10.006,225.602,53.730,-57.496]","[-1.784]"
"[10.450,218.630,53.613,-59.751]","[-1.864]"
"[10.882,213.804,53.493,-60.189]","[-1.943]"
"[11.306,210.059,53.370,-62.601]","[-2.022]"
"[11.724,208.226,53.243,-64.044]","[-2.102]"
"[12.140,207.504,53.112,-66.750]","[-2.181]"
"[12.556,208.263,52.976,-69.381]","[-2.260]"
"[12.974,210.103,52.835,-72.475]","[-2.339]"
"[13.397,212.866,52.686,-76.314]","[-2.419]"
"[13.826,216.624,52.530,-79.851]","[-2.498]"
"[14.264,220.691,52.365,-84.775]","[-2.577]"
"[14.707,223.221,52.195,-85.279]","[-2.577]"
"[15.150,219.027,52.024,-85.940]","[-2.577]"
"[15.579,210.469,51.856,-82.331]","[-2.577]"
"[15.986,196.281,51.694,-79.604]","[-2.577]"
"[16.361,179.409,51.541,-72.553]","[-2.577]"
"[16.699,158.438,51.402,-66.383]","[-2.577]"
"[16.994,136.256,51.279,-56.724]","[-2.577]"
"[17.241,111.607,51.175,-47.903]","[-2.577]"
"[17.440,86.991,51.090,-36.848]","[-2.577]"
"[17.588,61.483,51.026,-26.618]","[-2.577]"
"[17.687,36.981,50.984,-15.553]","[-2.577]"
"[17.737,13.001,50.963,-5.275]","[-2.577]"
"[24.002,-0.002,47.112,0.000]","[-3.918]"
"[24.002,-0.000,47.112,-0.002]","[-3.918]"
"[24.002,0.000,47.112,-0.001]","[-3.918]"
"[24.002,0.001,47.112,-0.004]","[-3.918]"
"[24.002,0.002,47.112,-0.002]","[-3.918]"
"[24.002,0.002,47.112,-0.004]","[-3.918]"
"[24.002,0.003,47.112,-0.002]","[-3.918]"
"[24.002,0.003,47.112,-0.005]","[-3.918]"
"[24.002,0.003,47.112,-0.002]","[-3.918]"
"[24.002,0.003,47.112,-0.005]","[-3.918]"
"[24.002,0.003,47.112,-0.002]","[-3.918]"
"[24.002,0.002,47.112,-0.005]","[-3.918]"
"[24.002,0.002,47.112,-0.001]","[-3.918]"
"[24.002,0.001,47.112,-0.004]","[-3.918]"
"[24.002,0.001,47.112,-0.001]","[-3.918]"
"[24.002,-0.000,47.112,-0.003]","[-3.918]"
"[24.002,0.000,47.112,0.000]","[-3.918]"
"[24.002,-0.001,47.112,-0.003]","[-3.918]"
"[24.002,-0.001,47.112,0.001]","[-3.918]"
"[24.002,-0.003,47.112,-0.002]","[-3.918]"
"[24.001,-1.113,47.116,4.228]","[-3.843]"
"[23.992,-7.650,47.132,11.983]","[-3.768]"
"[23.966,-19.037,47.167,22.406]","[-3.693]"
"[23.911,-35.177,47.223,34.285]","[-3.619]"
"[23.822,-54.383,47.306,48.263]","[-3.544]"
"[23.691,-76.777,47.417,62.834]","[-3.469]"
"[23.513,-100.837,47.558,78.299]","[-3.394]"
"[23.287,-125.283,47.726,89.394]","[-3.394]"
"[23.017,-144.414,47.913,97.065]","[-3.394]"
"[22.714,-158.728,48.111,101.368]","[-3.394]"
"[22.388,-167.375,48.316,103.407]","[-3.394]"
"[22.049,-171.637,48.522,102.307]","[-3.394]"
"[21.706,-170.930,48.723,99.159]","[-3.394]"
"[21.369,-166.258,48.916,93.838]","[-3.394]"
"[21.045,-157.653,49.097,86.760]","[-3.394]"
"[20.742,-145.741,49.262,78.594]","[-3.394]"
"[20.465,-131.155,49.410,68.991]","[-3.394]"
"[20.220,-114.124,49.538,59.305]","[-3.394]"
"[20.009,-95.784,49.646,48.462]","[-3.394]"
"[19.838,-75.969,49.732,38.363]","[-3.394]"
"[-20.407,-0.010,49.626,-0.010]","[2.836]"
"[-20.407,-0.110,49.626,-0.057]","[2.836]"
"[-20.407,-0.190,49.626,-0.100]","[2.836]"
"[-20.408,-0.267,49.626,-0.141]","[2.836]"
"[-20.408,-0.326,49.625,-0.167]","[2.836]"
"[-20.409,-0.375,49.625,-0.199]","[2.836]"
"[-20.410,-0.412,49.625,-0.208]","[2.836]"
"[-20.411,-0.433,49.624,-0.231]","[2.836]"
"[-20.412,-0.447,49.624,-0.224]","[2.836]"
"[-20.413,-0.442,49.623,-0.236]","[2.836]"
"[-20.413,-0.435,49.623,-0.215]","[2.836]"
"[-20.414,-0.408,49.622,-0.219]","[2.836]"
"[-20.415,-0.384,49.622,-0.187]","[2.836]"
"[-20.416,-0.340,49.621,-0.183]","[2.836]"
"[-20.416,-0.304,49.621,-0.145]","[2.836]"
"[-20.417,-0.249,49.621,-0.136]","[2.836]"
"[-20.418,-0.206,49.620,-0.094]","[2.836]"
"[-20.418,-0.147,49.620,-0.082]","[2.836]"
"[-20.418,-0.103,49.620,-0.041]","[2.836]"
"[-20.418,-0.045,49.620,-0.028]","[2.836]"
"[-20.418,-0.003,49.620,0.009]","[2.836]"
"[-20.418,0.048,49.620,0.022]","[2.836]"
"[-20.418,0.083,49.620,0.052]","[2.836]"
"[-20.418,0.124,49.620,0.063]","[2.836]"
"[-20.418,0.151,49.620,0.085]","[2.836]"
"[-20.418,0.179,49.621,0.093]","[2.836]"
"[-20.417,0.196,49.621,0.107]","[2.836]"
"[-20.417,0.212,49.621,0.110]","[2.836]"
"[-20.416,0.218,49.621,0.116]","[2.836]"
"[-20.416,0.221,49.621,0.116]","[2.836]"
"[-20.416,0.217,49.622,0.115]","[2.836]"
"[-20.415,0.210,49.622,0.111]","[2.836]"
"[-20.415,0.198,49.622,0.104]","[2.836]"
"[-20.414,0.182,49.622,0.097]","[2.836]"
"[-20.414,0.164,49.622,0.086]","[2.836]"
"[-20.414,0.143,49.623,0.076]","[2.836]"
"[-20.414,0.121,49.623,0.063]","[2.836]"
"[-20.413,0.097,49.623,0.052]","[2.836]"
"[-20.413,0.074,49.623,0.039]","[2.836]"
"[-20.413,0.050,49.623,0.027]","[2.836]"
"[-26.314,13.540,45.499,10.301]","[3.910]"
"[-26.289,11.679,45.518,8.550]","[3.910]"
"[-26.268,9.404,45.534,7.175]","[3.910]"
"[-26.251,7.393,45.546,5.224]","[3.910]"
"[-26.239,4.959,45.556,3.848]","[3.910]"
"[-26.231,3.023,45.561,1.898]","[3.910]"
"[-26.227,0.677,45.564,0.657]","[3.910]"
"[-26.227,-0.999,45.563,-1.123]","[3.910]"
"[-26.231,-3.055,45.560,-2.126]","[3.910]"
"[-26.239,-4.337,45.554,-3.604]","[3.910]"
"[-26.249,-5.963,45.546,-4.300]","[3.910]"
"[-26.262,-6.775,45.537,-5.392]","[3.910]"
"[-26.277,-7.888,45.526,-5.754]","[3.910]"
"[-26.293,-8.212,45.514,-6.420]","[3.910]"
"[-26.309,-8.793,45.501,-6.455]","[3.910]"
"[-26.327,-8.661,45.487,-6.700]","[3.910]"
"[-26.344,-8.740,45.474,-6.446]","[3.910]"
"[-26.361,-8.224,45.462,-6.310]","[3.910]"
"[-26.377,-7.874,45.449,-5.830]","[3.910]"
"[-26.392,-7.075,45.438,-5.383]","[3.910]"
"[-26.406,-6.397,45.428,-4.752]","[3.910]"
"[-26.418,-5.428,45.419,-4.080]","[3.910]"
"[-26.427,-4.535,45.412,-3.382]","[3.910]"
"[-26.436,-3.511,45.406,-2.579]","[3.910]"
"[-26.442,-2.519,45.401,-1.892]","[3.910]"
"[-26.446,-1.545,45.399,-1.050]","[3.910]"
"[-26.448,-0.560,45.397,-0.442]","[3.910]"
"[-26.448,0.278,45.397,0.359]","[3.910]"
"[-26.447,1.167,45.398,0.835]","[3.910]"
"[-26.444,1.806,45.401,1.531]","[3.910]"
"[-26.439,2.534,45.404,1.843]","[3.910]"
"[-26.434,2.939,45.408,2.390]","[3.910]"
"[-26.427,3.466,45.413,2.526]","[3.910]"
"[-26.420,3.627,45.419,2.900]","[3.910]"
"[-26.412,3.937,45.424,2.866]","[3.910]"
"[-26.405,3.869,45.430,3.065]","[3.910]"
"[-26.397,3.971,45.436,2.883]","[3.910]"
"[-26.389,3.708,45.442,2.919]","[3.910]"
"[-26.382,3.628,45.448,2.623]","[3.910]"
"[-26.375,3.217,45.453,2.521]","[3.910]"
"[-19.129,1.455,50.327,0.700]","[2.620]"
"[-19.126,1.466,50.329,0.701]","[2.620]"
"[-19.123,1.441,50.330,0.690]","[2.620]"
"[-19.120,1.383,50.331,0.660]","[2.620]"
"[-19.118,1.298,50.333,0.618]","[2.620]"
"[-19.115,1.186,50.334,0.566]","[2.620]"
"[-19.113,1.058,50.335,0.501]","[2.620]"
"[-19.111,0.911,50.336,0.434]","[2.620]"
"[-19.109,0.758,50.337,0.355]","[2.620]"
"[-19.108,0.592,50.337,0.283]","[2.620]"
"[-19.107,0.432,50.338,0.198]","[2.620]"
"[-19.106,0.265,50.338,0.128]","[2.620]"
"[-19.106,0.115,50.338,0.046]","[2.620]"
"[-19.106,-0.038,50.338,-0.015]","[2.620]"
"[-19.106,-0.167,50.338,-0.089]","[2.620]"
"[-19.107,-0.294,50.338,-0.136]","[2.620]"
"[-19.107,-0.392,50.337,-0.195]","[2.620]"
"[-19.108,-0.486,50.337,-0.227]","[2.620]"
"[-19.110,-0.547,50.337,-0.268]","[2.620]"
"[-19.111,-0.604,50.336,-0.283]","[2.620]"
"[-19.112,-0.630,50.335,-0.305]","[2.620]"
"[-19.113,-0.650,50.335,-0.304]","[2.620]"
"[-19.115,-0.641,50.334,-0.309]","[2.620]"
"[-19.116,-0.628,50.334,-0.294]","[2.620]"
"[-19.117,-0.591,50.333,-0.282]","[2.620]"
"[-19.118,-0.551,50.332,-0.258]","[2.620]"
"[-19.119,-0.492,50.332,-0.233]","[2.620]"
"[-19.120,-0.433,50.331,-0.203]","[2.620]"
"[-19.121,-0.361,50.331,-0.169]","[2.620]"
"[-19.122,-0.290,50.331,-0.136]","[2.620]"
"[-19.122,-0.214,50.330,-0.097]","[2.620]"
"[-19.123,-0.140,50.330,-0.065]","[2.620]"
"[-19.123,-0.067,50.330,-0.025]","[2.620]"
"[-19.123,0.003,50.330,0.002]","[2.620]"
"[-19.123,0.067,50.330,0.040]","[2.620]"
"[-19.123,0.127,50.330,0.060]","[2.620]"
"[-19.123,0.177,50.330,0.093]","[2.620]"
"[-19.122,0.224,50.331,0.105]","[2.620]"
"[-19.122,0.257,50.331,0.131]","[2.620]"
"[-19.121,0.288,50.331,0.134]","[2.620]"
"[-10.107,26.462,53.755,6.030]","[1.306]"
"[-10.063,17.542,53.765,3.851]","[1.306]"
"[-10.036,8.821,53.771,2.002]","[1.306]"
"[-10.027,0.578,53.773,-0.104]","[1.306]"
"[-10.034,-7.172,53.771,-1.606]","[1.306]"
"[-10.055,-14.083,53.766,-3.502]","[1.306]"
"[-10.089,-20.299,53.758,-4.595]","[1.306]"
"[-10.135,-25.441,53.747,-6.161]","[1.306]"
"[-10.191,-29.778,53.734,-6.818]","[1.306]"
"[-10.253,-32.934,53.719,-7.963]","[1.306]"
"[-10.322,-35.264,53.703,-8.191]","[1.306]"
"[-10.393,-36.429,53.686,-8.853]","[1.306]"
"[-10.467,-36.823,53.669,-8.689]","[1.306]"
"[-10.540,-36.175,53.651,-8.850]","[1.306]"
"[-10.611,-34.866,53.634,-8.361]","[1.306]"
"[-10.678,-32.721,53.617,-8.048]","[1.306]"
"[-10.741,-30.060,53.602,-7.321]","[1.306]"
"[-10.798,-26.823,53.588,-6.605]","[1.306]"
"[-10.849,-23.235,53.576,-5.744]","[1.306]"
"[-10.891,-19.352,53.565,-4.731]","[1.306]"
"[-10.926,-15.282,53.556,-3.839]","[1.306]"
"[-10.952,-11.191,53.550,-2.657]","[1.306]"
"[-10.971,-7.066,53.545,-1.829]","[1.306]"
"[-10.981,-3.162,53.543,-0.610]","[1.306]"
"[-10.984,0.642,53.542,0.080]","[1.306]"
"[-10.979,4.038,53.544,1.213]","[1.306]"
"[-10.968,7.228,53.547,1.719]","[1.306]"
"[-10.951,9.885,53.551,2.666]","[1.306]"
"[-10.929,12.260,53.557,2.972]","[1.306]"
"[-10.902,14.045,53.563,3.662]","[1.306]"
"[-10.873,15.503,53.571,3.778]","[1.306]"
"[-10.841,16.380,53.579,4.174]","[1.306]"
"[-10.808,16.914,53.587,4.130]","[1.306]"
"[-10.774,16.935,53.595,4.228]","[1.306]"
"[-10.741,16.620,53.603,4.067]","[1.306]"
"[-10.708,15.904,53.611,3.888]","[1.306]"
"[-10.678,14.882,53.619,3.657]","[1.306]"
"[-10.649,13.598,53.626,3.247]","[1.306]"
"[-10.624,12.055,53.632,2.989]","[1.306]"
"[-10.601,10.399,53.637,2.407]","[1.306]"
"[28.300,40.471,43.399,-35.529]","[-4.850]"
"[28.384,43.557,43.325,-38.414]","[-4.850]"
"[28.473,45.461,43.246,-40.087]","[-4.850]"
"[28.564,45.930,43.166,-40.693]","[-4.850]"
"[28.656,45.330,43.085,-40.230]","[-4.850]"
"[28.745,43.549,43.006,-38.800]","[-4.850]"
"[28.829,40.904,42.930,-36.525]","[-4.850]"
"[28.907,37.402,42.860,-33.465]","[-4.850]"
"[28.978,33.288,42.797,-29.841]","[-4.850]"
"[29.040,28.665,42.741,-25.667]","[-4.850]"
"[29.093,23.698,42.695,-21.232]","[-4.850]"
"[29.135,18.561,42.657,-16.504]","[-4.850]"
"[29.167,13.336,42.628,-11.810]","[-4.850]"
"[29.188,8.241,42.610,-7.071]","[-4.850]"
"[29.200,3.277,42.600,-2.621]","[-4.850]"
"[29.202,-1.309,42.599,1.663]","[-4.850]"
"[29.195,-5.593,42.606,5.462]","[-4.850]"
"[29.180,-9.319,42.620,8.940]","[-4.850]"
"[29.158,-12.630,42.641,11.809]","[-4.850]"
"[29.130,-15.274,42.667,14.265]","[-4.850]"
"[29.098,-17.448,42.697,16.060]","[-4.850]"
"[29.061,-18.915,42.731,17.415]","[-4.850]"
"[29.023,-19.916,42.766,18.127]","[-4.850]"
"[28.982,-20.235,42.803,18.423]","[-4.850]"
"[28.942,-20.139,42.839,18.147]","[-4.850]"
"[28.902,-19.442,42.875,17.523]","[-4.850]"
"[28.865,-18.418,42.909,16.438]","[-4.850]"
"[28.829,-16.913,42.941,15.098]","[-4.850]"
"[28.797,-15.195,42.969,13.431]","[-4.850]"
"[28.769,-13.141,42.994,11.613]","[-4.850]"
"[28.745,-10.996,43.015,9.609]","[-4.850]"
"[28.725,-8.667,43.032,7.558]","[-4.850]"
"[28.710,-6.365,43.045,5.456]","[-4.850]"
"[28.700,-4.025,43.054,3.399]","[-4.850]"
"[28.694,-1.811,43.059,1.411]","[-4.850]"
"[28.693,0.316,43.060,-0.459]","[-4.850]"
"[28.695,2.240,43.057,-2.164]","[-4.850]"
"[28.702,3.980,43.051,-3.700]","[-4.850]"
"[28.711,5.473,43.042,-5.004]","[-4.850]"
"[28.723,6.717,43.031,-6.112]","[-4.850]"
"[-20.686,-0.554,49.466,-0.286]","[2.882]"
"[-20.687,-0.499,49.465,-0.264]","[2.882]"
"[-20.688,-0.441,49.464,-0.225]","[2.882]"
"[-20.689,-0.370,49.464,-0.196]","[2.882]"
"[-20.689,-0.302,49.464,-0.151]","[2.882]"
"[-20.690,-0.225,49.463,-0.119]","[2.882]"
"[-20.691,-0.155,49.463,-0.073]","[2.882]"
"[-20.691,-0.078,49.463,-0.042]","[2.882]"
"[-20.691,-0.013,49.463,0.002]","[2.882]"
"[-20.691,0.056,49.463,0.029]","[2.882]"
"[-20.691,0.111,49.463,0.067]","[2.882]"
"[-20.690,0.167,49.463,0.088]","[2.882]"
"[-20.690,0.207,49.463,0.118]","[2.882]"
"[-20.690,0.248,49.464,0.130]","[2.882]"
"[-20.689,0.272,49.464,0.151]","[2.882]"
"[-20.689,0.296,49.464,0.155]","[2.882]"
"[-20.688,0.304,49.464,0.166]","[2.882]"
"[-20.687,0.311,49.465,0.163]","[2.882]"
"[-20.687,0.304,49.465,0.165]","[2.882]"
"[-20.686,0.297,49.465,0.155]","[2.882]"
"[-20.686,0.277,49.466,0.150]","[2.882]"
"[-20.685,0.258,49.466,0.135]","[2.882]"
"[-20.685,0.229,49.466,0.124]","[2.882]"
"[-20.684,0.202,49.466,0.106]","[2.882]"
"[-20.684,0.168,49.467,0.091]","[2.882]"
"[-20.684,0.137,49.467,0.071]","[2.882]"
"[-20.683,0.101,49.467,0.055]","[2.882]"
"[-20.683,0.069,49.467,0.036]","[2.882]"
"[-20.683,0.035,49.467,0.020]","[2.882]"
"[-20.683,0.006,49.467,0.003]","[2.882]"
"[-20.683,-0.024,49.467,-0.011]","[2.882]"
"[-20.683,-0.047,49.467,-0.025]","[2.882]"
"[-20.684,-0.071,49.467,-0.036]","[2.882]"
"[-20.684,-0.088,49.467,-0.046]","[2.882]"
"[-20.684,-0.104,49.467,-0.053]","[2.882]"
"[-20.684,-0.114,49.466,-0.060]","[2.882]"
"[-20.684,-0.122,49.466,-0.062]","[2.882]"
"[-20.685,-0.124,49.466,-0.065]","[2.882]"
"[-20.685,-0.126,49.466,-0.064]","[2.882]"
"[-20.685,-0.121,49.466,-0.063]","[2.882]"
"[7.153,-2.304,54.335,0.244]","[-1.275]"
"[7.149,-1.661,54.335,0.426]","[-1.275]"
"[7.146,-1.108,54.336,-0.017]","[-1.275]"
"[7.144,-0.462,54.336,0.283]","[-1.275]"
"[7.144,0.023,54.336,-0.242]","[-1.275]"
"[7.144,0.617,54.336,0.132]","[-1.275]"
"[7.146,1.001,54.336,-0.412]","[-1.275]"
"[7.148,1.495,54.335,-0.015]","[-1.275]"
"[7.152,1.759,54.335,-0.515]","[-1.275]"
"[7.155,2.121,54.334,-0.151]","[-1.275]"
"[7.160,2.261,54.334,-0.550]","[-1.275]"
"[7.164,2.475,54.333,-0.266]","[-1.275]"
"[7.169,2.499,54.332,-0.520]","[-1.275]"
"[7.174,2.561,54.331,-0.354]","[-1.275]"
"[7.179,2.487,54.330,-0.437]","[-1.275]"
"[7.184,2.409,54.330,-0.411]","[-1.275]"
"[7.189,2.263,54.329,-0.318]","[-1.275]"
"[7.193,2.066,54.328,-0.433]","[-1.275]"
"[7.197,1.873,54.328,-0.179]","[-1.275]"
"[7.200,1.590,54.327,-0.419]","[-1.275]"
"[7.203,1.376,54.326,-0.041]","[-1.275]"
"[7.205,1.041,54.326,-0.373]","[-1.275]"
"[7.207,0.830,54.326,0.082]","[-1.275]"
"[7.208,0.478,54.326,-0.299]","[-1.275]"
"[7.209,0.289,54.325,0.176]","[-1.275]"
"[7.209,-0.044,54.325,-0.204]","[-1.275]"
"[7.209,-0.201,54.325,0.234]","[-1.275]"
"[7.208,-0.486,54.326,-0.096]","[-1.275]"
"[7.207,-0.603,54.326,0.253]","[-1.275]"
"[7.205,-0.818,54.326,0.016]","[-1.275]"
"[7.204,-0.894,54.326,0.235]","[-1.275]"
"[7.202,-1.025,54.327,0.120]","[-1.275]"
"[7.199,-1.063,54.327,0.188]","[-1.275]"
"[7.197,-1.108,54.328,0.208]","[-1.275]"
"[7.195,-1.113,54.328,0.121]","[-1.275]"
"[7.193,-1.075,54.328,0.273]","[-1.275]"
"[7.190,-1.055,54.329,0.045]","[-1.275]"
"[7.188,-0.947,54.329,0.309]","[-1.275]"
"[7.186,-0.908,54.329,-0.028]","[-1.275]"
"[7.185,-0.748,54.330,0.313]","[-1.275]"
"[-10.111,-22.859,53.756,-5.652]","[1.281]"
"[-10.160,-25.830,53.745,-5.728]","[1.281]"
"[-10.213,-27.695,53.732,-6.801]","[1.281]"
"[-10.270,-29.064,53.719,-6.565]","[1.281]"
"[-10.329,-29.378,53.705,-7.202]","[1.281]"
"[-10.387,-29.241,53.691,-6.732]","[1.281]"
"[-10.445,-28.200,53.678,-6.901]","[1.281]"
"[-10.500,-26.773,53.664,-6.287]","[1.281]"
"[-10.551,-24.666,53.652,-6.004]","[1.281]"
"[-10.598,-22.250,53.641,-5.340]","[1.281]"
"[-10.640,-19.421,53.631,-4.663]","[1.281]"
"[-10.676,-16.362,53.622,-4.034]","[1.281]"
"[-10.706,-13.173,53.615,-3.058]","[1.281]"
"[-10.729,-9.827,53.609,-2.534]","[1.281]"
"[-10.745,-6.616,53.605,-1.376]","[1.281]"
"[-10.755,-3.317,53.603,-1.003]","[1.281]"
"[-10.759,-0.376,53.602,0.208]","[1.281]"
"[-10.757,2.590,53.603,0.410]","[1.281]"
"[-10.749,5.036,53.605,1.553]","[1.281]"
"[-10.737,7.450,53.608,1.593]","[1.281]"
"[-10.720,9.253,53.612,2.562]","[1.281]"
"[-10.700,10.975,53.617,2.469]","[1.281]"
"[-10.677,12.067,53.622,3.186]","[1.281]"
"[-10.652,13.033,53.629,3.005]","[1.281]"
"[-10.626,13.419,53.635,3.422]","[1.281]"
"[-10.599,13.643,53.642,3.204]","[1.281]"
"[-10.572,13.392,53.648,3.304]","[1.281]"
"[-10.545,12.950,53.654,3.099]","[1.281]"
"[-10.521,12.177,53.660,2.898]","[1.281]"
"[-10.497,11.196,53.666,2.744]","[1.281]"
"[-10.476,10.048,53.671,2.285]","[1.281]"
"[-10.457,8.684,53.675,2.206]","[1.281]"
"[-10.441,7.319,53.679,1.552]","[1.281]"
"[-10.428,5.745,53.682,1.554]","[1.281]"
"[-10.418,4.318,53.685,0.786]","[1.281]"
"[-10.412,2.702,53.686,0.859]","[1.281]"
"[-10.408,1.349,53.687,0.061]","[1.281]"
"[-10.406,-0.158,53.687,0.182]","[1.281]"
"[-10.408,-1.327,53.687,-0.563]","[1.281]"
"[-10.412,-2.603,53.686,-0.422]","[1.281]"
"[-5.995,0.022,54.577,-0.058]","[0.618]"
"[-5.996,0.046,54.577,0.139]","[0.618]"
"[-5.995,0.108,54.577,-0.184]","[0.618]"
"[-5.995,0.087,54.577,0.270]","[0.618]"
"[-5.995,0.178,54.577,-0.285]","[0.618]"
"[-5.995,0.116,54.577,0.366]","[0.618]"
"[-5.995,0.228,54.577,-0.348]","[0.618]"
"[-5.994,0.134,54.577,0.414]","[0.618]"
"[-5.994,0.254,54.577,-0.366]","[0.618]"
"[-5.994,0.143,54.577,0.411]","[0.618]"
"[-5.994,0.256,54.577,-0.335]","[0.618]"
"[-5.993,0.144,54.577,0.356]","[0.618]"
"[-5.993,0.237,54.577,-0.260]","[0.618]"
"[-5.993,0.139,54.577,0.258]","[0.618]"
"[-5.992,0.201,54.577,-0.151]","[0.618]"
"[-5.992,0.128,54.577,0.130]","[0.618]"
"[-5.992,0.152,54.577,-0.023]","[0.618]"
"[-5.992,0.115,54.577,-0.011]","[0.618]"
"[-5.992,0.098,54.577,0.109]","[0.618]"
"[-5.992,0.100,54.577,-0.147]","[0.618]"
"[-5.991,0.044,54.577,0.226]","[0.618]"
"[-5.991,0.084,54.577,-0.260]","[0.618]"
"[-5.991,-0.004,54.577,0.314]","[0.618]"
"[-5.991,0.067,54.577,-0.337]","[0.618]"
"[-5.992,-0.041,54.577,0.362]","[0.618]"
"[-5.992,0.051,54.577,-0.368]","[0.618]"
"[-5.992,-0.065,54.577,0.363]","[0.618]"
"[-5.992,0.034,54.577,-0.349]","[0.618]"
"[-5.992,-0.074,54.577,0.317]","[0.618]"
"[-5.992,0.019,54.577,-0.285]","[0.618]"
"[-5.992,-0.069,54.577,0.231]","[0.618]"
"[-5.992,0.005,54.577,-0.183]","[0.618]"
"[-5.993,-0.052,54.577,0.116]","[0.618]"
"[-5.993,-0.006,54.577,-0.058]","[0.618]"
"[-5.993,-0.025,54.577,-0.012]","[0.618]"
"[-5.993,-0.014,54.577,0.074]","[0.618]"
"[-5.993,0.006,54.577,-0.138]","[0.618]"
"[-5.993,-0.019,54.577,0.196]","[0.618]"
"[-5.993,0.039,54.577,-0.244]","[0.618]"
"[-5.993,-0.018,54.577,0.291]","[0.618]"
"[-22.967,8.778,48.045,11.798]","[3.122]"
"[-22.937,21.155,48.079,22.100]","[3.043]"
"[-22.877,38.548,48.135,33.733]","[2.964]"
"[-22.780,59.135,48.216,47.533]","[2.885]"
"[-22.637,83.079,48.326,61.795]","[2.806]"
"[-22.445,108.743,48.465,76.966]","[2.727]"
"[-22.201,136.135,48.633,91.751]","[2.648]"
"[-21.901,163.957,48.831,106.136]","[2.569]"
"[-21.545,192.017,49.057,119.384]","[2.490]"
"[-21.133,219.399,49.308,131.103]","[2.411]"
"[-20.668,245.714,49.580,141.179]","[2.332]"
"[-20.152,270.443,49.870,148.921]","[2.253]"
"[-19.589,293.028,50.174,154.853]","[2.174]"
"[-18.982,313.350,50.487,158.032]","[2.095]"
"[-18.338,330.733,50.805,159.580]","[2.016]"
"[-17.662,345.440,51.123,158.331]","[1.938]"
"[-16.960,356.744,51.437,155.905]","[1.859]"
"[-16.238,365.243,51.744,150.939]","[1.780]"
"[-15.503,370.232,52.041,145.403]","[1.701]"
"[-14.760,372.565,52.324,137.788]","[1.622]"
"[-14.016,371.625,52.592,130.220]","[1.543]"
"[-13.276,368.419,52.843,121.135]","[1.464]"
"[-12.545,362.465,53.077,112.600]","[1.385]"
"[-11.827,354.809,53.292,103.133]","[1.306]"
"[-11.130,342.318,53.487,91.818]","[1.306]"
"[-10.466,321.844,53.659,80.309]","[1.306]"
"[-9.849,294.744,53.807,68.031]","[1.306]"
"[-9.293,261.954,53.932,57.058]","[1.306]"
"[-8.806,225.118,54.035,45.680]","[1.306]"
"[-8.395,185.111,54.116,36.068]","[1.306]"
"[-8.067,143.540,54.178,26.317]","[1.306]"
"[-7.822,101.229,54.223,18.216]","[1.306]"
"[-7.661,59.575,54.251,10.102]","[1.306]"
"[-7.583,19.312,54.264,3.214]","[1.306]"
"[-7.582,-18.481,54.264,-3.556]","[1.306]"
"[-7.653,-53.199,54.251,-9.596]","[1.306]"
"[-7.791,-84.147,54.226,-15.265]","[1.306]"
"[-7.986,-110.861,54.190,-20.605]","[1.306]"
"[-8.230,-133.064,54.145,-25.179]","[1.306]"
"[-8.514,-150.428,54.090,-29.656]","[1.306]"
"[-25.771,-0.004,45.953,-0.004]","[3.793]"
"[-25.771,0.031,45.953,0.032]","[3.793]"
"[-25.771,0.072,45.953,0.052]","[3.793]"
"[-25.771,0.099,45.953,0.081]","[3.793]"
"[-25.771,0.131,45.954,0.093]","[3.793]"
"[-25.770,0.147,45.954,0.115]","[3.793]"
"[-25.770,0.168,45.954,0.120]","[3.793]"
"[-25.770,0.173,45.954,0.134]","[3.793]"
"[-25.769,0.184,45.955,0.131]","[3.793]"
"[-25.769,0.178,45.955,0.137]","[3.793]"
"[-25.768,0.179,45.955,0.127]","[3.793]"
"[-25.768,0.165,45.956,0.127]","[3.793]"
"[-25.768,0.158,45.956,0.112]","[3.793]"
"[-25.767,0.137,45.956,0.106]","[3.793]"
"[-25.767,0.125,45.956,0.088]","[3.793]"
"[-25.767,0.100,45.956,0.078]","[3.793]"
"[-25.767,0.085,45.956,0.058]","[3.793]"
